UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Fort Lauderdale_Smoker Park,4.838066295,2.099345751,0.972965756,0.102082917,0.241648518,0,3.724966409,3.118533897,1.130125944,0.256678585,0.649890068,1.057809829,0.038528846,0,0.15258966,0.057664918,4.848517108,5,5.204166667,-0.204166667,5.137436147,-0.137436147,3.289387059,-0.535047294,1,Biodiversity
Fort Lauderdale_Snyder Park,14.80507813,12.84727561,1.029417971,15.36519515,12.96883618,0,2.888693043,2.28771466,0.031824495,0.420611361,8.434591187,0.496992258,0.584930569,0.262936328,0,1.115450092,3.421282329,9,3.866666667,5.133333333,8.522,0.478,4.475016733,0.099852956,1,water
Fort Lauderdale_South Intracoastal Park,11.23488899,1.22473693,4.68704884,4.207685523,0.073148629,0,10.87905396,12.0469532,0.749944389,2.024587191,0.237449675,3.050187993,5.134813145,0,0.13782967,0.009142857,13.27676927,4,4.475757576,-0.475757576,4.106628788,-0.106628788,4.891743663,-0.123923599,1,Biodiversity
Fort Lauderdale_South Middle River Park,4.249771645,5.658402334,2.474698551,0.007915904,0.432532246,0,2.510794539,4.908485001,0,0.416050144,0.628808497,0.54622114,0.474848124,0,0.100944444,0.529656746,1.732400988,3,4.111111111,-1.111111111,3.2005,-0.2005,1.345546561,0.366446687,1,tree
Fort Lauderdale_Stranahan Park,3.455529956,1.829445887,1.376913906,0.090677073,0.358623626,0,2.232032801,2.89244808,0,0.573637918,2.995376013,0.422411255,0.084380952,0,0.006401515,0,4.654158716,4,6.224074074,-2.224074074,4.127654762,-0.127654762,3.064111538,-0.386774619,1,Biodiversity
Fort Lauderdale_Sunset School Park,5.808781066,8.294659257,1.6771385,2.163205128,1.412788545,0,2.571075216,5.840841131,1.248751027,0.954830267,0.300997655,0.958285173,1.041831335,1.067541667,1.045059496,2.058208819,7.331380717,1,3.775,-2.775,1.362833333,-0.362833333,5.507598959,-0.05145071,1,tree
Fort Lauderdale_SW 5th Ct and SW 12th Ave Park,2.326993201,4.012557498,0.491091159,0.465555014,1.088489788,0,1.985828408,1.634663059,0.897541944,0.344623557,0.396256313,2.123163808,0.071303571,0.216976135,0,0.051035714,2.833182734,4,4.777777778,-0.777777778,4.046107143,-0.046107143,2.031979185,-0.105480904,1,tree
Fort Lauderdale_Townsend Park,2.120062535,3.579187479,0.781083333,0.200703644,0.85051042,0,3.442673812,2.263139791,0.558461802,0.201490981,0.50067803,1.491701368,1.277785243,0.369617216,0,0.06807197,3.601522852,3,4.541666667,-1.541666667,3.132678571,-0.132678571,2.525904847,-0.49000005,1,Biodiversity
Fort Lauderdale_Twin Lakes North Park,6.55776665,3.680998668,5.972207667,6.252808372,7.759778166,0,5.608595849,2.765771617,1.099593518,0.309667929,1.704114483,0.725895202,0.716138181,0.011636364,0,0.015089286,8.768354715,2,3.104166667,-1.104166667,2.094083333,-0.094083333,2.992103808,0.039232722,1,Biodiversity
Fort Lauderdale_Victoria Park,6.469939866,6.689545149,1.668907468,0.121402806,0.115726954,0,4.356946581,4.34684324,0.519309052,0.318679529,0.414640748,0.362694292,0.657726815,0,0.972222583,0.298425685,10.46229876,4,6.441666667,-2.441666667,4.346464286,-0.346464286,3.557205581,-0.476310617,1,Biodiversity
