UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor,,variable,number,proportion
Tamarac_Tephford Park,0.012828808,0.002676926,0.00648529,6.00E-05,0.004879495,0,0.014291038,0.017070806,1.82E-05,0.000706676,0.004316038,0.003198312,0.001337961,7.99E-06,0.002890495,0.012466081,0.027268119,0.705882353,0.580670101,0.125212252,0.698868523,0.00701383,0.063085332,-0.163504612,1,Biodiversity,,,,
Tamarac_Waters Edge Park,0.029308451,0.074576176,0.008340068,0.000319858,0.022653076,0,0.065900972,0.028378053,0.001522958,0.000939019,0.004728167,0.001473021,0.019396228,0.000151022,0,0.003394933,0.07477771,0.512195122,0.606588875,-0.094393753,0.521061991,-0.008866869,0.025680857,0.389559495,1,Biodiversity,,,,
West Park_Mary Saunders Park,0.107658084,0.054050893,0.035765398,0.000104543,0.004077761,0,0.100415552,0.03645648,0.036012542,0.01732808,0.000354616,0.027822104,0.002708237,0.000539674,0.012874252,0.023057569,0.050058767,0.538461538,0.603019308,-0.06455777,0.550178213,-0.011716675,0.026401974,0.279688184,1,area,,,,
West Park_McTyre Park,0.107260212,0.069392658,0.072495845,0.000877994,0.021079712,0,0.087778538,0.023171029,0.031855285,0.023231451,0.001133058,0.019180226,0.006198682,0.000784111,0.021246573,0.008070749,0.055196374,0.545454545,0.661725628,-0.116271083,0.568143933,-0.022689388,0.029935964,0.181934122,1,area,,,,
West Park_Water Tower Park,0.078568176,0.070953857,0.043249605,0.000327141,0.016926207,0,0.024485274,0.024565523,0.006496684,0.002466898,0.000517169,0.003287739,0.006696715,0.000496243,0.038803833,0.009952861,0.048855117,0.5,0.808107566,-0.308107566,0.488421836,0.011578164,0.045409089,0.234779099,2,area,,,,
Weston_Bonaventure Park,0.016269965,0.023226091,0.010160587,0.007885466,0.008665054,0,0.015039559,0.009796843,0.031561599,0.01523338,0.001644074,0.002161987,0.00574246,0,0.001634673,0.001684523,0.017451641,0.714285714,0.76560104,-0.051315326,0.727110699,-0.012824985,0.028205736,0.017943415,1,Pavilion_Picnic_Area,,,,
Weston_Eagle Point Park,0.030891707,0.039283971,0.024915133,0.002350472,0.024663877,0,0.069906646,0.027586636,0.032113845,0.010027807,0.010456392,0.0028706,0.006237329,0,0.002466857,0.001343167,0.037404579,0.8,0.545540431,0.254459569,0.767149526,0.032850474,0.029196037,0.006014709,1,mean_ndvi,,,,
Weston_Emerald Estates Park,0.0149863,0.031524586,0.009372155,0.002169911,0.015805527,0,0.036101862,0.016034309,0.00192392,0.002842328,0.00076155,0.003019568,0.001086367,8.63E-05,0.006029044,0.001344496,0.040759443,0.641304348,0.681634633,-0.040330285,0.63636222,0.004942128,0.040254421,-0.301850345,1,Biodiversity,,,,
Weston_Gator Run Park,0.026573835,0.055576952,0.034059725,0.000174108,0.048077132,0,0.094349164,0.034403968,0.016771867,0.004175639,0.007068918,0.000940892,0.000455307,0,0.004314467,0.000825801,0.085043596,0.264705882,0.58969114,-0.324985258,0.335215774,-0.070509892,0.030859912,-0.114623676,1,mean_ndvi,,,,
Weston_Heron Park,0.01257698,0.019037642,0.029627341,0.007192981,0.019095829,0,0.031940029,0.020408304,0.021406438,0.048951322,0.005551642,0.004968335,0.00260124,0,0.002683543,0.004410732,0.019422417,0.833333333,0.598291344,0.235041989,0.818348143,0.01498519,0.026231989,-0.48348767,1,Kids_Playground,,,,
Weston_Indian Trace Park,0.024776162,0.033699292,0.022078859,0.002653492,0.011157477,0,0.036930897,0.019189618,0.01668009,0.008305017,0.003525177,0.002794377,0.003118283,0,0.001153945,0.003481338,0.022461462,0.652173913,0.682573765,-0.030399852,0.649696437,0.002477476,0.032994325,-0.123298794,1,mean_ndvi,,,,
Weston_Library Park,0.042430657,0.061786195,0.039048705,0.001461581,0.044791528,0,0.05009906,0.0330162,0.006219944,0.014128869,0.000291161,0.00827178,0.014228014,0,0.004607144,0.00074849,0.031217722,0.52,0.492559524,0.027440476,0.503655096,0.016344904,0.067869709,-0.352844595,1,tree,,,,
Weston_Peace Mound Park,0.01622349,0.030161402,0.010477556,0.009289735,0.018420288,0,0.025323345,0.014863048,0.038103667,0.037356493,0.004656286,0.005433306,0.005122504,0,0.003285066,0.005390375,0.018622223,0.597156398,0.64681165,-0.049655252,0.604900672,-0.007744274,0.024467955,-0.350739811,1,Pavilion_Picnic_Area,,,,
Weston_Regional Park,0.02231676,0.023678332,0.03415532,0.011564189,0.028530314,0,0.050386969,0.058724925,0.011418836,0.00695487,0.008985701,0.002743667,0.011188681,0,0.002061307,0.002878614,0.093287059,0.693877551,0.564574589,0.129302962,0.670918673,0.022958878,0.06619168,-0.299687193,1,Biodiversity,,,,
Weston_Tequestra Trace Park,0.024357345,0.01563508,0.017150262,0.000920032,0.012381011,0,0.03871434,0.022090512,0.013128172,0.00885748,0.004490728,0.002452715,0.003976636,0,0.002880941,0.002560568,0.022536627,0.637931034,0.573208728,0.064722306,0.634716922,0.003214112,0.031006863,-0.119931382,1,mean_ndvi,,,,
Weston_Vista Park,0.051640047,0.071184182,0.044899578,0.000180214,0.056757169,0,0.090395908,0.06259871,0.004192212,0.012036741,0.006973473,0.006448026,0.014401072,0,0.003031185,0.000323517,0.042475854,0.647058824,0.346560847,0.300497977,0.633173086,0.013885738,0.086771753,-0.731711185,1,mean_ndvi,,,,
Weston_Windmill Ranch Park,0.017811618,0.013043546,0.008752605,0.000302945,0.007962088,0,0.035049151,0.012082147,0.005906642,0.008016552,0.00049718,0.004049232,0.006370047,0,0.001530032,0.001242746,0.020986868,0.5,0.813492063,-0.313492063,0.517173291,-0.017173291,0.040984168,-0.249148786,1,mean_ndvi,,,,
Wilton Manors_Colohatchee Park,0.11688837,0.033115466,0.0276051,0,0.024704505,0,0.081363716,0.050181457,0.00191178,0.003158081,0.002210642,0.083502812,0.014224301,0,0.007255972,0.008903084,0.030276481,0.43442623,0.631128692,-0.196702462,0.439790238,-0.005364008,0.072558067,-0.550423112,1,area,,,,
Wilton Manors_Donn Eisele Park,0.127664741,0.055781449,0.101198485,0.017630757,0.045343377,0,0.08107053,0.045299086,0.003457945,0.071588632,0.01216468,0.00776506,0.008762392,0,0,0.018821266,0.167928665,1,0.486188406,0.513811594,0.946734823,0.053265177,0.126170585,-0.710896046,1,Biodiversity,,,,
Wilton Manors_Hagen Park,0.129612803,0.042278212,0.023926735,0,0.019678405,0,0.089665292,0.039386752,0,0.005117498,0.021135137,0.03118209,0.024864719,0,0.003341489,0.004941547,0.067782167,0.7,0.594059651,0.105940349,0.686823278,0.013176722,0.076741254,-0.599582853,1,area,,,,
Wilton Manors_Island City Park Preserve,0.151226108,0.043724013,0.04354716,0,0.013965946,0,0.155598825,0.075031888,0.003620543,0.010408484,0.0164375,0.020030853,0.031849698,0,0.002370736,0.009446321,0.086411614,0.6,0.780940804,-0.180940804,0.639956672,-0.039956672,0.078540516,-0.50001711,1,mean_ndvi,,,,
Wilton Manors_M.E. DePalma Park,0.129112055,0.026252662,0.04043755,0,0.014285407,0,0.07962548,0.041423151,0.000863641,0.006853593,0.010793876,0.054832103,0.026904279,0,0.004173412,0.004690526,0.059829861,0.166666667,0.647317734,-0.480651067,0.257837991,-0.091171324,0.07174929,-0.531286936,1,area,,,,
Wilton Manors_Mickel Park,0.154971133,0.023066917,0.129025291,0.014326813,0.034314428,0,0.074604073,0.033768348,0.000825935,0.070803109,0.012003565,0.008604637,0.00872637,0,0,0.020433663,0.150166671,0.527777778,0.512145684,0.015632094,0.541500643,-0.013722865,0.0695772,-0.327795804,1,area,,,,
Wilton Manors_Richardson Historic Park and Nature Preserve,0.105842335,0.03910188,0.027703768,3.06E-05,0.03063487,0,0.084114736,0.046108887,0,0.006833392,0.013978238,0.018265094,0.027177536,0,0.001616926,0.007928706,0.065213219,0.569620253,0.471452803,0.09816745,0.556392711,0.013227542,0.065555631,-0.288858326,1,area,,,,
