UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor,,variable,number,proportion
Lauderhill_Maye Frances Brooks Jenkins Park,0.01939267,0.020590535,0.015467407,0.000472575,0.000883354,0,0.016315569,0.017917451,0.002017276,0.000790054,0.000856276,0.000407735,0.003027024,0,0,0.016371356,0.028451193,0,0.174174174,-0.174174174,0.004697251,-0.004697251,0.018019453,-0.593262132,2,Biodiversity,,,,
Lauderhill_Ruth Rothkopf Park,0.000752834,0.00116977,0.001574453,0,0.000402091,0,0.000516877,0.001080036,0.00140863,0.000197094,0.000129476,0.000680229,0.000539713,0,0,0.000162761,0.000993766,0,0.035284528,-0.035284528,0.008681206,-0.008681206,0.001030056,-0.23982694,1,grassland,,,,
Lauderhill_St. George Community Park,0.00921335,0.016954971,0.011901149,0.000599777,0.00060456,0,0.011346989,0.012903935,0.001396826,0.000702813,0.001318303,0.000488032,0.00065711,0,0,0.006131808,0.013940804,0.166666667,0.024305556,0.142361111,0.142382267,0.0242844,0.013709334,-0.246388703,1,tree,,,,
Lauderhill_Veterans Park,0.001680541,0.000975553,0.001602884,0,0.000366109,0,0.000796429,0.001012636,0.00166665,5.09E-05,0.000224617,0.001224356,0.000368496,0,0,0.000271651,0.001044233,0.090909091,0.035281568,0.055627523,0.084141505,0.006767586,0.001427781,-0.040392549,1,area,,,,
Lauderhill_Waterford Park,0.000676732,0.000834493,0.001449451,0,0.000310264,0,0.000775359,0.001368077,0.00182031,5.40E-05,0.000168956,0.001067434,0.00052783,0,0,0.00018887,0.000781386,0.05,0.027175231,0.022824769,0.046845276,0.003154724,0.001225738,0.118940524,1,Pavilion_Picnic_Area,,,,
Lauderhill_West Ken Lark Park,0.005420752,0.013125344,0.009209343,0.000649959,0.000517693,0,0.00404762,0.002571132,0.000154352,0.000379832,0.000144975,0.000234245,0.000145395,0,0,0.000979623,0.002508571,0,0.070100809,-0.070100809,0.020359087,-0.020359087,0.010948409,0.023429098,1,tree,,,,
Lauderhill_Westwind Park,0.000816857,0.000494265,0.001990241,0,0.000270375,0,0.001246645,0.00108786,0.001400957,0.000167531,0.000183417,0.00195444,7.70E-05,0,0,0.000227867,0.000752848,0.018867925,0.029749481,-0.010881556,0.019639764,-0.000771839,0.001319848,0.120352947,1,grassland,,,,
Lauderhill_Wolk Park,0.007828133,0.027769293,0.011374113,0.000392331,0.000784381,0,0.020452733,0.024012012,0.00028396,0.001728851,0.000925117,0.000858403,4.04E-05,0,0,0.00277398,0.029222938,0,0.019622491,-0.019622491,0.004214248,-0.004214248,0.013518308,-0.58296292,1,Biodiversity,,,,
Lighthouse Point_Dan Witt Park,0.005319772,0.006953342,0.005456137,0,0.000942905,0,0.001794204,0.002241639,3.52E-05,0.003019429,0,0.00033172,0.000533617,0.002950781,1.06E-05,0.000275404,0.008098995,0,0.022210055,-0.022210055,0.00277274,-0.00277274,0.003348781,-0.296256782,1,Biodiversity,,,,
Lighthouse Point_De Groff Park,0.01122154,0.007605968,0.00650313,0.0041555,0.004665393,0,0.009841713,0.010141956,0.000350607,0.008238323,0.002753388,0.002090005,0.001001896,0.001811678,0,4.55E-05,0.018758484,0.096774194,0,0.096774194,0.092495537,0.004278657,0.010734069,-0.191332418,1,Biodiversity,,,,
Lighthouse Point_Frank McDonough Park,0.004699462,0.003189274,0.005538557,6.81E-05,0.000757737,0,0.002208014,0.001108982,4.65E-05,0.000764717,0,0.001536331,0.000221807,0.001902393,8.04E-07,0.000219949,0.004110311,0.043478261,0.017186647,0.026291614,0.037732976,0.005745285,0.005277861,0.004026968,1,grassland,,,,
Margate_Centennial Park,0.031269731,0.108255755,0.043688503,0,0.055058558,0,0.039082737,0.061447358,0.001624121,0.003806462,0.000276018,0.001975727,0.014770158,0,0.006423005,8.78E-05,0.037388826,0.5,0.050963945,0.449036055,0.400106593,0.099893407,0.035661034,-0.935334252,1,tree,,,,
Margate_Coral Gate Park,0.021319813,0.004373718,0.004290589,5.74E-05,0.000826855,0,0.004750469,0.011601597,0.002754354,0.005456297,0.010002411,0.000440484,0.000219987,0.000576138,1.17E-05,6.13E-05,0.00246972,0,0.155234172,-0.155234172,0.01136664,-0.01136664,0.007235535,-0.91998496,1,area,,,,
Margate_David Park,0.00512853,0.004357882,0.012349182,0,0.00022855,0,0.010663394,0.009375058,0.000678558,0.002204745,0.004247456,0.001226797,0.001490668,8.75E-05,4.56E-05,0.000219067,0.00398668,0.071428571,0.151707552,-0.080278981,0.077027468,-0.005598897,0.018989677,-0.127786714,1,grassland,,,,
Margate_Firefighters Park,0.043337535,0.032582427,0.042697871,0,0.031222913,0,0.034046356,0.054969738,0.005097185,0.004665082,0.002644454,0.010712398,0.006133268,0.000220303,0.005829246,0,0.064658067,0.027149321,0.243652798,-0.216503477,0.035234464,-0.008085143,0.036748325,-0.942295097,1,Biodiversity,,,,
Margate_Kaye Stevens Park,0.023787929,0.005833745,0.011586474,0,0.003248608,0,0.00921821,0.011270632,0.002817961,0.008265651,0.005849192,0.000842444,0.000807456,0.000382844,3.47E-05,0.000128647,0.008875306,0.214285714,0.034143346,0.180142368,0.184122766,0.030162948,0.020876147,-0.225426181,1,area,,,,
Margate_Margate Sports Complex,0.016929058,0.003865457,0.004416399,6.10E-05,0.00054861,0,0.004391558,0.010840436,0.001875682,0.013347339,0.002219507,0.000395948,0.002808381,0.000383577,0.000223213,0.000178809,0.001673325,0.037037037,0.022701642,0.014335395,0.033731838,0.003305199,0.004971574,-0.250082804,1,area,,,,
Margate_Serino Park,0.002487666,0.00249302,0.001525284,0,0.000217578,0,0.001909257,0.002103816,4.17E-05,0.000690545,0.000105843,0.001113281,0.000546307,0.000161777,6.54E-05,8.52E-05,0.00242984,0.058823529,0.015212325,0.043611204,0.052140665,0.006682864,0.002292306,-0.273794052,1,tree,,,,
Margate_Southeast Park,0.001515996,0.00319585,0.001744616,0,0.000438365,0,0.002635965,0.002527286,0.000184657,0.000464302,0.000174172,0.000814552,0.000476638,0.000148945,0.000574273,5.42E-05,0.002148868,0,0.011764706,-0.011764706,0.001009804,-0.001009804,0.001990698,-0.463628278,1,tree,,,,
Margate_Southgate Park,0.00216182,0.003436829,0.001839389,0.000356826,0.00049874,0,0.001881759,0.00185276,0.000326574,0.001052673,0.000518915,0.000513803,0.000798666,0.00010776,1.42E-05,5.66E-05,0.002865509,0,0.025287615,-0.025287615,0.004080373,-0.004080373,0.001958994,-0.139246,1,tree,,,,
Margate_Veterans Memorial Park,0.00272233,0.005284119,0.003022678,0.000128243,0.003089134,0,0.002798008,0.003232262,0.000173542,0.000862918,0.000318021,0.000371825,0.000998252,0.000545075,0,0,0.007083759,0.090909091,0.02742472,0.063484371,0.082416918,0.008492173,0.017544929,-0.080727112,1,Biodiversity,,,,
Margate_Vinson Park,0.010387249,0.011237576,0.015514633,0,0.016968685,0,0.008164228,0.010599266,0.000615774,0.001792323,0.003362308,0.001784271,0.004822778,0.000281155,9.79E-05,2.27E-05,0.026575223,0,0.101385929,-0.101385929,0.006118279,-0.006118279,0.023909336,-0.378595345,1,Biodiversity,,,,
Margate_Winfield Park,0.026356438,0.015475275,0.022592797,0,0.005497931,0,0.013315019,0.025671949,0.003024973,0.003333245,0.009242272,0.002969985,0.003039964,0.001948489,0.000100575,0.000413675,0.024840083,0.148148148,0.050339084,0.097809064,0.144884759,0.003263389,0.025315816,-0.377941892,1,area,,,,
Miramar_19th Street Park,0.031449,0.107311251,0.015086395,0.000141568,0.005357828,0,0.053187888,0.045735904,0.016852132,0.003830989,0.000154635,0.018354917,0.003070251,0.000108216,1.19E-05,0.002111984,0.131704152,0.5,0.008340034,0.491659966,0.420709489,0.079290511,0.037385794,-0.274164116,1,Biodiversity,,,,
Miramar_Ansin Sports Complex,0.00315127,0.003111151,0.00342308,6.87E-05,0.001592604,0,0.002758514,0.001585327,0.000223176,6.93E-05,0.000244245,0.000218659,0.000467749,0,2.89E-05,0.00123124,0.002361883,0.09375,0.076923077,0.016826923,0.09203718,0.00171282,0.002715924,-0.068815492,6,grassland,,,,
Miramar_Beauty Park,0.038868542,0.074889739,0.0228099,0.000174194,0.007993898,0,0.030386417,0.036608128,0.079202529,0.004734073,0.001323582,0.049858474,0.002183467,0.00209588,2.79E-06,0.001176739,0.052705886,0,0.172693307,-0.172693307,0.025130249,-0.025130249,0.032643314,-0.112533254,1,Pavilion_Picnic_Area,,,,
Miramar_Beekman Park,0.002350813,0.003677502,0.001755057,0.000148834,0.00029655,0,0.001123779,0.001265558,0.000124575,0.000296412,0.000338528,0.000340445,0.000351372,0,0,0.000175719,0.001889945,0,0.029538667,-0.029538667,0.005479728,-0.005479728,0.016377438,-0.050080278,1,tree,,,,
Miramar_Bernard Park,0.004961859,0.004567684,0.000938024,0.000168199,0.000127562,0,0.001161331,0.001967373,0.000123511,0.000518952,0.000111642,0.000227377,0.000732805,0,0,0.000223424,0.001918356,0,0.036894222,-0.036894222,0.006286807,-0.006286807,0.01898992,-0.081958894,1,area,,,,
Miramar_Civic Center Park,0.027424687,0.02632531,0.045115032,0.000738165,0.003676682,0,0.017942972,0.031240382,0.076261525,0.018820053,0.001474842,0.051330212,0.00384392,0.000277727,0,0,0.016693397,0.5,0.03372201,0.46627799,0.329981171,0.170018829,0.032755255,-0.138621525,1,Pavilion_Picnic_Area,,,,
Miramar_Fairway Park,0.074287236,0.02918591,0.018160834,0.000102651,0.002541548,0,0.013173329,0.009565304,0.01746708,0.055020626,0.000353845,0.003199661,0.002268905,0,0,0,0.011247529,0.090909091,0.003759398,0.087149693,0.077941778,0.012967313,0.02719914,-0.658778378,1,area,,,,
Miramar_Flamingo Estates Park,0.003260147,0.000970527,0.00322268,0.000590051,0.00202232,0,0.0018267,0.001303603,7.17E-05,4.20E-05,0.000223232,9.35E-05,8.95E-05,0,0,0.00051862,0.000386523,0,0.013888889,-0.013888889,0.000555556,-0.000555556,0.000839997,0.373946819,1,area,,,,
Miramar_Forzano Field,0.002778405,0.001896727,0.001128769,5.29E-05,0.000251749,0,0.001010697,0.000928415,0.000267782,0.000361345,8.86E-05,0.000325502,0.000276558,0,2.06E-05,0.00034452,0.001278422,0.033333333,0.028410801,0.004922532,0.032635723,0.00069761,0.005514638,-0.228862998,1,area,,,,
Miramar_Historic Miramar Aquatic Complex,0.044939161,0.0334362,0.037767824,0.001449646,0.006086023,0,0.018221102,0.032061279,0.071445188,0.016136128,0.000252058,0.030942964,0.004792511,0.001061367,0,0,0.030423116,0.026315789,0.140254447,-0.113938658,0.046112344,-0.019796555,0.033673686,-0.170547545,1,Pavilion_Picnic_Area,,,,
Miramar_Lakeshore Park,0.003178943,0.003734069,0.001709677,4.61E-05,0.00028575,0,0.001208711,0.001756847,0.000338136,0.000354557,0.00013026,0.000218415,0.000464308,0,0,0.000175061,0.002556831,0,0.06998009,-0.06998009,0.01337038,-0.01337038,0.006081454,-0.176321269,1,tree,,,,
Miramar_Miramar Regional Park,0.001501189,0.000811065,0.00189572,0.000452682,0.001086964,0,0.000428982,0.000402286,7.60E-05,1.93E-05,0,1.67E-07,1.10E-05,0,0,0.000157067,0.000599914,0.042918455,0.021780303,0.021138152,0.043994608,-0.001076153,0.000652301,0.215212087,1,grassland,,,,
Miramar_Monarch Lakes Park,0.003294938,0.001783617,0.004429864,0.000373329,0.001149111,0,0.001087812,0.001575641,0.000119146,8.29E-05,0.000318841,3.90E-05,6.51E-05,0,0,0.000351749,0.00067858,0,0.01536123,-0.01536123,0.001350059,-0.001350059,0.001965056,0.099393368,1,grassland,,,,
Miramar_Perry Park-Wellman Field,0.032100689,0.041611807,0.038443438,0.000144667,0.00696041,0,0.029410566,0.048793706,0.079669335,0.007092054,0.000920144,0.051206315,0.002001878,0.00159461,0,0,0.015448945,0,0.128063447,-0.128063447,0.035682036,-0.035682036,0.031519211,-0.095654778,1,Pavilion_Picnic_Area,,,,
Miramar_River Run Park,0.0026661,0.00242174,0.001855101,5.28E-05,0.000843598,0,0.001256314,0.001156949,0.000427905,0.000266386,0.000160758,0.000187782,0.000227545,0,9.54E-05,0.00043206,0.001563813,0.042553191,0.059980399,-0.017427208,0.049085503,-0.006532312,0.002530452,-0.407635244,1,area,,,,
Miramar_Sawyer Park,0.024759526,0.007039991,0.01926293,0,0.00165103,0,0.011214234,0.01080525,0.005191653,0.01996846,0,0.003975682,0.003123137,0,0,7.31E-05,0.008442762,0.125,0.25,-0.125,0.126329974,-0.001329974,0.02330531,-0.286116768,1,area,,,,
Miramar_Sheraton Park,0.001909551,0.003619113,0.00129611,0.00016555,0.000173824,0,0.000852361,0.001012647,0.000164638,0.000216979,0.00048729,0.000293981,0.000233759,0,0,9.44E-05,0.001533969,0,0.032263824,-0.032263824,0.004714118,-0.004714118,0.01752726,-0.125709204,1,tree,,,,
Miramar_Shirley Branca Park,0.034582569,0.034026134,0.03115587,8.58E-05,0.00521814,0,0.029155287,0.025740608,0.060282667,0.025221727,5.84E-05,0.037618485,0.003239479,4.72E-05,0,0,0.02911991,0,0.132146992,-0.132146992,0.029163689,-0.029163689,0.03453159,-0.200369567,1,Pavilion_Picnic_Area,,,,
Miramar_Silver Lakes Tennis Complex,0.002381841,0.00108065,0.001573389,0.000301599,0.001866507,0,0.000804557,0.000204725,1.51E-05,6.00E-06,8.45E-07,2.14E-05,1.16E-05,0,0,0.000574554,0.000813872,0,0.021990741,-0.021990741,0.001145833,-0.001145833,0.000648525,0.219754709,1,area,,,,
Miramar_Silver Shores Park,0.000979358,0.000750815,0.001528812,0.000564627,0.000600495,0,0.000258874,0.000255177,7.80E-05,5.08E-05,4.39E-05,1.14E-05,2.69E-05,0,0,7.88E-05,0.000247309,0,0.00263002,-0.00263002,0.000408376,-0.000408376,0.000780406,0.248427187,1,grassland,,,,
Miramar_Veteran's Memorial Park,0.038676989,0.049053263,0.02113245,0.001267527,0.006445219,0,0.04396571,0.038802076,0.074711254,0.004254612,0.001536611,0.03451634,0.001246397,0.000190046,4.51E-05,0.000961591,0.050623394,0,0.107357142,-0.107357142,0.029350625,-0.029350625,0.034445158,-0.18471695,1,Pavilion_Picnic_Area,,,,
Miramar_Vizcaya Park,0.003386978,0.000662696,0.00361718,0.000136549,0.000652632,0,0.001868226,0.00130841,0.000215704,5.91E-05,3.76E-05,8.11E-05,0.000143204,0,0,0.000578205,0.000739261,0.060606061,0,0.060606061,0.057479875,0.003126186,0.000946622,0.302047099,1,grassland,,,,
North Lauderdale_Bicentennial Park,0.002543335,0.002462775,0.001426401,0.000793659,0.000720566,0,0.001898809,0.002690192,0.000167688,0.000322202,0.000807928,0.000871771,0.000620522,6.12E-05,6.88E-05,2.19E-05,0.002860094,0,0.063108862,-0.063108862,0.012365042,-0.012365042,0.002188748,-0.216248668,1,Biodiversity,,,,
North Lauderdale_Broadview Community Park,0.003420317,0.000996453,0.000938125,0.002726359,0.003560709,0,0.002004974,0.00252857,0.000327234,0.00038359,0.00105537,0.001719584,0.000287788,0.000222078,0,4.32E-05,0.003737783,0,0.027629233,-0.027629233,0.002761941,-0.002761941,0.002924452,-0.219877558,1,Biodiversity,,,,
North Lauderdale_Hampton Pines Park,0.004317922,0.004491626,0.005934555,0.001648641,0.001088137,0,0.005100724,0.002294389,0.004327307,0.000178923,0.001419948,0.00085823,0.000622014,0.00024416,0,0.00059996,0.002690144,0.10877193,0.034090909,0.074681021,0.106810982,0.001960948,0.002816155,-0.308076243,1,grassland,,,,
North Lauderdale_TOT Park,0.00415081,0.001220087,0.004514955,0.000126857,0.001203417,0,0.004403437,0.004009932,0.004035726,0.000284397,0.00106484,0.000619683,0.000891714,6.39E-05,0.000188467,0.002807089,0.003461704,0,0.080295548,-0.080295548,0.003715665,-0.003715665,0.003035818,-0.338440586,2,grassland,,,,
Oakland Park_Cherry Creek Park,0.004422789,0.002193784,0.003791884,0.000425252,0.003139632,0,0.015462347,0.011922492,0.001773934,0.000833719,1.94E-05,0.000241373,0.000673805,0,0.000138895,0.007443516,0.011652982,0,0.2,-0.2,0.002864201,-0.002864201,0.006002717,-0.70351614,1,mean_ndvi,,,,
Oakland Park_Dr. Carter G. Woodson Park,0.006273305,0.005659618,0.004085793,5.49E-06,0.008218953,0,0.014604517,0.010112169,0.000878924,0.009431721,0.005886331,0.001388248,0.009197067,0,0,0.001031542,0.006782617,0,0.138888889,-0.138888889,0.008022169,-0.008022169,0.010834301,-0.540064377,1,mean_ndvi,,,,
Oakland Park_Jaco Pastorius Park,0.006122801,0.006361725,0.00520068,0.000132645,0.00313538,0,0.018973081,0.011285286,0.001896517,0.00593894,0.001846083,0.000689305,0.003474941,0,2.68E-05,0.003067332,0.016105105,0.2,0.139758454,0.060241546,0.185788993,0.014211007,0.006953195,-0.23055302,1,mean_ndvi,,,,
Oakland Park_Lakeside Sand Pine Preserve,0.006448755,0.005790422,0.007352675,0.003973845,0.009092444,0,0.001106499,0.007369841,0.000327868,0.001574388,0.002810568,0.002344822,0.000496323,0.000289478,0,0.000156688,0.00278801,0,0.044388913,-0.044388913,0.00304733,-0.00304733,0.007290055,-0.109758897,1,herbaceous_wetland,,,,
Oakland Park_Stunson Nature Trail,0.007369643,0.005413465,0.006985552,0.002335404,0.005899474,0,0.003543314,0.009831665,0.000362076,0.004576992,0.004945781,0.011911309,0.000604228,7.40E-05,0,0.000291956,0.005567258,0,0.093229002,-0.093229002,0.012992397,-0.012992397,0.009431879,-0.395373541,1,Jog_Walk_path,,,,
Oakland Park_Veterans Park,0.008046766,0.003518856,0.008404914,0.00401357,0.007218031,0,0.001232861,0.009333536,0.000286436,0.001921977,0.004456499,0.006074607,0.000693149,0.000126842,0,0.000358691,0.002741138,0.06779661,0.035853132,0.031943478,0.061689373,0.006107237,0.008034748,-0.367749082,1,mean_ndwi,,,,
Oakland Park_Wimberly Fields Park,0.008515097,0.007446025,0.004187709,4.39E-05,0.006940442,0,0.014331158,0.009659209,0.001746045,0.012027277,0.00389053,0.00224878,0.004312721,0,0,0.000522922,0.007841837,0.086956522,0.052314815,0.034641707,0.088383132,-0.00142661,0.010528023,-0.496527868,1,mean_ndvi,,,,
Parkland_Barkland Dog Park,0.005534423,0.001540961,0.008104845,0.00044215,0.001130927,0,0.005623076,0.017003483,0.001678823,0.006099896,0.000498954,0.001608812,0.001204029,9.80E-05,0.000356494,1.56E-05,0.014659986,0.074766355,0.092060337,-0.017293982,0.075509425,-0.00074307,0.004820587,-0.371520169,1,mean_ndwi,,,,
Parkland_Covered Bridge Park,0.005633102,0.002724376,0.004427275,6.10E-05,0.002064784,0,0.002579213,0.002755634,0.001030067,0.000718427,0.000813649,0.000114374,0.0003947,0.001283433,0.000121081,0.000720098,0.004634701,0.125,0.098532298,0.026467702,0.12627171,-0.00127171,0.00323256,-0.235987531,1,area,,,,
Parkland_Doris Davis Forman Wilderness Preserve,0.0046228,0.006262162,0.008794201,0.000286402,0.00170249,0,0.00686062,0.007328705,0.000884269,0.000199152,0.000538704,0.000659302,0.001724255,0.00078384,5.23E-05,2.65E-05,0.007924754,0.1,0.095833463,0.004166537,0.100046893,-4.69E-05,0.005192965,-0.301611071,1,grassland,,,,
Parkland_Equestrian Center at Temple Park,0.011440191,0.00523789,0.014816195,8.74E-05,8.07E-05,0,0.006940119,0.020266419,0.00199094,0.005046703,0.000136689,0.00044575,0.001506586,0.000363005,0.001355473,0,0.016897978,0.222222222,0.037383178,0.184839045,0.214049437,0.008172785,0.005236077,-0.278063148,1,mean_ndwi,,,,
Parkland_John H. Quigley Park - Parkland Tennis Center,0.003871389,0.006788846,0.010656147,0.00018526,0.001319112,0,0.006496258,0.006398427,0.000583626,0.000472582,0.000686274,0.001542853,0.002655058,0.000766174,6.05E-05,0,0.005673534,0,0.122945488,-0.122945488,0.021774119,-0.021774119,0.004994656,-0.251905287,1,grassland,,,,
Parkland_Liberty Park,0.007640363,0.002686173,0.010893534,1.63E-05,0.00088884,0,0.003845309,0.01860702,0.001118042,0.005773288,0.00047176,0.000427235,0.001531418,9.60E-05,0.000451748,6.48E-05,0.0139932,0.032786885,0.072030039,-0.039243154,0.033922774,-0.001135889,0.004737758,-0.34795439,1,mean_ndwi,,,,
Parkland_Pine Trails Park,0.002795256,0.002457709,0.002374774,0.000199492,0.001093734,0,0.002815844,0.014717877,0.000802266,0.003315077,0.000361248,0.000474889,0.00341819,7.81E-05,0.000482193,4.23E-05,0.012040363,0.032258065,0.041987546,-0.009729481,0.035919993,-0.003661928,0.004630716,-0.317499425,1,mean_ndwi,,,,
Parkland_Six Acre Woods Park,0.005070909,0.003451264,0.005840457,6.72E-05,0.00128966,0,0.00284724,0.003952426,0.000894873,0.000257976,0.000515269,7.36E-05,0.001929204,0.001254294,0.000177192,0.000802376,0.004670213,0.166666667,0.116441799,0.050224868,0.146048508,0.020618159,0.003926697,0.008752307,1,grassland,,,,
Parkland_Terramar Park,0.005703018,0.004954246,0.007506915,0.000185454,0.001464079,0,0.005367029,0.005905372,0.000886154,0.000541307,0.000493399,0.000853748,0.00207859,0.000662944,0.000209719,2.77E-05,0.00662417,0.059322034,0.12755151,-0.068229476,0.06673693,-0.007414896,0.005170334,-0.295938784,1,grassland,,,,
Pembroke Park_Raymond P. Olgesby Preserve-Pembroke Park Preserve,0.013911971,0.046849174,0.006654864,0.000132768,0.000689399,0,0.045895361,0.007335338,0.003036533,9.81E-06,0.000208294,0.000697966,0.000322988,0.000266448,9.89E-05,0.000208079,0.066237309,0.018181818,0.026597458,-0.00841564,0.019520168,-0.00133835,0.036378578,-0.226552246,1,Biodiversity,,,,
Pembroke Pines_Ashley Hale Park,0.007539258,0.005255935,0.006805726,0.001912752,0.002292531,0,0.001734948,0.00545135,0.000627532,0.000320513,5.63E-05,0.000253568,7.35E-05,0,0.000159749,0.000208455,0.004246042,0.142857143,0.010416667,0.132440476,0.137457832,0.005399311,0.005723734,-1.202915654,1,area,,,,
Pembroke Pines_Ben Fiorendino Park,0.009034628,0.003273742,0.006208563,0.00157336,0.002168859,0,0.002349418,0.004905748,0.000494922,0.000467096,0.000194529,0.000333254,0.000702293,0,0.000301661,0.000397912,0.004240428,0.131578947,0.030997809,0.100581138,0.125210741,0.006368206,0.004870903,-0.86005087,1,area,,,,
Pembroke Pines_Chapel Trail Nature Preserve,0.018930507,0.010684689,0.048883074,0.006533048,0.017729599,0,0.060620613,0.068180497,0.000193622,0.006358808,0.002977841,0.000464509,0.006832095,0.001378228,0.013323491,0.000308192,0.037518181,0.056962025,0.285357068,-0.228395043,0.110329261,-0.053367236,0.051015757,-0.042330624,1,mean_ndwi,,,,
Pembroke Pines_Chapel Trail Park,0.006510083,0.012122899,0.064077536,4.21E-05,0.005260478,0,0.05499997,0.057146255,0.00065821,0.002772141,9.45E-05,0.000413147,0.002118655,8.33E-05,0.017348386,0.000658969,0.009238538,0,0.05119206,-0.05119206,0.004957991,-0.004957991,0.049947089,-0.020496081,1,grassland,,,,
Pembroke Pines_Cinnamon Place,0.004810495,0.011937514,0.003727722,1.71E-05,0.000285631,0,0.001612141,0.00278602,0.000431612,0.000539114,2.55E-05,0.000578483,0.000576358,0,0,0.000282148,0.003986223,0.047619048,0.029076871,0.018542177,0.045578247,0.002040801,0.005425389,-0.10430745,1,tree,,,,
Pembroke Pines_Craig Rupp K-9 Dog Park,0.00706394,0.002837218,0.005454767,0.000879792,0.002125406,0,0.002116507,0.004760852,0.000696324,0.000749802,1.41E-05,0.000572506,0.000803159,0,0.000552184,0.000232106,0.00420907,0.090909091,0.073554316,0.017354775,0.08937841,0.001530681,0.005243119,-0.605065634,1,area,,,,
Pembroke Pines_Flamingo Park,0.006943391,0.001326214,0.003978599,0.000879701,0.002031964,0,0.004999258,0.004454573,0.000712038,0.000419756,0.000349451,0.001613538,0.000190743,0,0,0.00213472,0.008869923,0.083333333,0.016931217,0.066402116,0.081007298,0.002326035,0.004821064,-0.205225276,1,Biodiversity,,,,
Pembroke Pines_Fletcher Park,0.013113842,0.027279418,0.023920418,0,0.000137029,0,0.012860434,0.015469431,0.001978397,0.001291898,0,0.00378609,0.000366704,0,0,0.000412728,0.01200669,0.166666667,0.033267196,0.133399471,0.153638386,0.013028281,0.006547792,-0.2589942,1,tree,,,,
Pembroke Pines_Jack McCluskey Rainbow Park,0.007190138,0.022916051,0.016185004,0,0.000106679,0,0.00879961,0.007504622,0.000888831,0.000399493,0,0.001240684,8.07E-05,0,0,0.000246439,0.006684312,0,0.03525641,-0.03525641,0.005738166,-0.005738166,0.004800504,0.045961994,1,tree,,,,
Pembroke Pines_Memorial Park,0.004342041,0.002685609,0.005233054,0.000492203,0.001121988,0,0.003909261,0.003284036,0.001417693,0.000119025,0.00010411,0.000127749,0.000550753,0,0.000197928,0.000696407,0.004437753,0,0.076461821,-0.076461821,0.008286152,-0.008286152,0.003453025,-0.485433834,1,grassland,,,,
Pembroke Pines_Pasadena Park,0.001133744,0.003162557,0.001354828,0.000370563,0.000725075,0,0.001818256,0.001524536,0.000883494,0.003871079,0.000341248,3.58E-05,0.002375715,0,0.000494393,0.000484171,0.00469478,0,0,0,0.000199323,-0.000199323,0.003779959,-0.313711475,2,Biodiversity,,,,
Pembroke Pines_Paul J. Maxwell Park,0.022073181,0.006789774,0.027421905,0,0.00087673,0,0.018783151,0.018349573,0.002630609,0.008044488,0,0.006266143,0.001617429,0,0,0,0.014291271,0.041666667,0.222222222,-0.180555555,0.048940952,-0.007274285,0.033758585,-0.119744491,2,grassland,,,,
Pembroke Pines_Pembroke Lakes Golf and Tennis Center,0.008803645,0.003110089,0.007249539,0.001259899,0.002130093,0,0.002763106,0.004910932,0.001327453,0.000225243,9.13E-05,0.00028512,0.000329988,0,0.000232265,0.00025176,0.005129058,0.018518519,0.091448848,-0.072930329,0.026986625,-0.008468106,0.004031535,-0.571161121,1,area,,,,
Pembroke Pines_Pines Recreation Center,0.012429747,0.020072028,0.021496959,0,0.000643948,0,0.013706744,0.014348655,0.000941746,0.002580969,0,0.004463405,0.001306706,0,0,8.03E-05,0.011718734,0.25,0.044424603,0.205575397,0.215633433,0.034366567,0.007795747,-0.406786366,1,grassland,,,,
Pembroke Pines_Rose G. Price Park,0.004820191,0.012974544,0.027454576,0.002332902,0.013541704,0,0.050665137,0.076754795,0.000551051,0.001742739,0.000251707,0.000632981,0.006432783,0.001516078,0.011314031,0.000700696,0.028678963,0.03125,0.012731481,0.018518519,0.031326232,-7.62E-05,0.048000269,0.019280441,1,mean_ndwi,,,,
Pembroke Pines_Silver Lakes Park South,0.001862271,0.007848533,0.003132874,0.000322511,0.001970898,0,0.011233771,0.004137882,6.79E-05,8.91E-06,7.43E-05,0.002015324,0.000524656,5.65E-05,0.005830184,0.000427844,0.003126688,0,0,0,0.00013113,-0.00013113,0.0264252,0.080816503,1,mean_ndvi,,,,
Pembroke Pines_Spring Valley Park,0.002377564,0.004355986,0.000216408,0.000247704,0.000296404,0,0.002077583,0.002051844,1.97E-05,8.21E-06,0,2.23E-07,0,0,0.002074074,1.38E-06,0.010307228,0,0.004291846,-0.004291846,0.000246781,-0.000246781,0.029506572,-0.00431729,1,Biodiversity,,,,
Pembroke Pines_Steven L. Josias Dog and Equestrian Park,0.045549327,0.063742117,0.149719371,0.005978577,0.025280899,0,0.06575825,0.080137576,0.053221296,0.020698177,0.005496877,0.013890357,0.01465018,0.005655146,0.004607606,8.15E-05,0.086628832,0.085714286,0.149300784,-0.063586498,0.096032086,-0.0103178,0.06182756,-0.24821329,1,grassland,,,,
