UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor,,variable,number,proportion
Hollywood_Fletcher Street Park,0.058946426,0.03376563,0.036952261,0.002951287,0.009609842,0,0.096522642,0.052811732,0.010655299,0.063892966,0.002130137,0.008958523,0.007166457,0.00177733,0.018192966,0.005577777,0.04926945,0.666666667,0.368529894,0.298136773,0.624024204,0.042642463,0.060601143,-0.13863901,1,mean_ndvi,,,,
Hollywood_Harry Berry Park,0.049752418,0.052286293,0.030014357,0.006585833,0.027766221,0.006867924,0.03221692,0.044378209,0,0.005373322,0.005697988,0.044333804,0.010865932,0,0.016629872,0.074131801,0.058342697,0.28,0.446960316,-0.166960316,0.301414256,-0.021414256,0.045514251,0.089678714,1,Indoor_Outdoor_fitness_center,,,,
Hollywood_Holland Park,0.05105795,0.027562509,0.046009934,0.008945723,0.026822825,0.006661927,0.050578127,0.034698265,0.001504422,0.019159426,0.002763072,0.008645061,0.013460609,0.000657473,0.008258668,0.033192237,0.026499635,0.31372549,0.333527543,-0.019802053,0.314234954,-0.000509464,0.042732698,0.108042208,1,area,,,,
Hollywood_Hollywood West Skate Park,0.01709545,0.023226299,0.0286878,0,0.002133052,0,0.044201895,0.043595391,0.011244442,0.005540608,0.000339457,0.006109004,0.024368167,0.001236988,0.00217205,0.001707404,0.052498842,0.428571429,0.417013889,0.01155754,0.422332237,0.006239192,0.053658762,-0.258015993,1,Biodiversity,,,,
Hollywood_Jefferson Park,0.026887707,0.087859888,0.017132638,0.008713605,0.009981503,0.005612943,0.07710258,0.067786358,0,0.004298097,0.00229676,0.053333777,0.003567293,0,0.026622406,0.00547321,0.102698675,0.276190476,0.340120895,-0.063930419,0.28566281,-0.009472334,0.031134572,0.260293942,1,Biodiversity,,,,
Hollywood_Joe DiMaggio Park,0.055845139,0.103966243,0.020568173,0.007821833,0.020640138,0.003914193,0.045997148,0.054559124,0,0.003966698,0.003341125,0.088754102,0.010956094,0,0.017762977,0.046379269,0.071133667,0.642857143,0.377198038,0.265659105,0.602755257,0.040101886,0.035973469,0.145329739,1,tree,,,,
Hollywood_John Williams Park-Sheridan Oak Forest,0.119598184,0.028958291,0.059258407,0.033389086,0.00991119,0,0.035426468,0.025724576,0.00529096,0.008799908,0.027268582,0.018144485,0.013303098,0.004118225,0.016354517,0.004547281,0.0731265,0.61682243,0.80882353,-0.1920011,0.631889987,-0.015067557,0.060234624,-0.026366105,1,area,,,,
Hollywood_Keating Park,0.052033702,0.089963719,0.03652996,0.006628088,0.025673948,0.000878052,0.047063189,0.045555158,0.000232349,0.004018954,0.001797721,0.054944824,0.014280742,0,0.027124528,0.057587027,0.079631818,0.076923077,0.302796845,-0.225873768,0.118388213,-0.041465136,0.035616683,0.153806363,1,tree,,,,
Hollywood_Lincoln Park,0.051949247,0.020754664,0.03192021,0.001372736,0.005507389,0.000158721,0.079240157,0.044797623,0.004382555,0.021009814,0.001560326,0.00522494,0.017821535,0,0.038751659,0.006115813,0.032956713,0.5,0.665995976,-0.165995976,0.505181391,-0.005181391,0.040181225,0.172842666,1,mean_ndvi,,,,
Hollywood_Montella Park,0.043847262,0.034641172,0.034201673,0,0.000875276,0,0.056919543,0.047745293,0.014613498,0.007704872,0,0.010016807,0.020098464,0.002617873,0.002044017,0.003949927,0.083971657,0.555555556,0.439458259,0.116097297,0.55316782,0.002387736,0.054770355,-0.088385266,1,Biodiversity,,,,
Hollywood_Oak Lake Park,0.056863399,0.036458118,0.024179583,0.117290973,0.014000001,0,0.038980612,0.073611756,0.01063323,0.013269105,0.078871233,0.016661444,0.018385955,0.006391123,0.024291169,0.002834273,0.060108076,0.383333333,0.583233533,-0.1999002,0.382225244,0.001108089,0.079492601,-0.335610315,1,water,,,,
Hollywood_Oakridge Park & Dog Park,0.052432252,0.053724075,0.052020709,0.140601912,0.062729284,0,0.106531518,0.062745887,0.018578833,0.007376579,0.018515861,0.010101121,0.006595287,0.003063305,0.015253671,0.016564045,0.045879722,0.75,0.431981982,0.318018018,0.740022029,0.009977971,0.069528114,-0.330611933,1,water,,,,
Hollywood_Poinciana Park & Poinciana Dog Park,0.044037588,0.110054981,0.04604605,0.00083581,0.003838277,0,0.106271143,0.082246136,0.026810769,0.012182617,0.002395117,0.028410358,0.025607504,0,0.058707176,0.002554288,0.051520592,0.76056338,0.493229172,0.267334208,0.689975784,0.070587596,0.054148464,-0.012698949,1,tree,,,,
Hollywood_Rotary Park,0.016288559,0.018300043,0.048142672,0.005799662,0.01367995,0,0.013832302,0.050785272,0.011372525,0.051341946,0.003662804,0.002259911,0.061030794,0,0.001585952,0.017316927,0.017640261,0.390243902,0.447702152,-0.05745825,0.399578143,-0.009334241,0.042474807,0.026409854,1,Athletic_facility,,,,
Hollywood_Zinkil Park,0.041514451,0.034546212,0.02905765,0.000528289,0.006962516,0,0.064236431,0.026959034,0.012075956,0.027863372,0,0.012282997,0.005961849,0.000592808,0.019012311,0.017245226,0.027320726,0.445945946,0.402768065,0.043177881,0.44401445,0.001931496,0.066143234,-0.246316981,1,mean_ndvi,,,,
Lauderdale by the Sea_El Prado Park,0.142614461,0.031417098,0.057788696,0.004196421,0.005473719,0,0.076957944,0.030361566,0.011317609,0.114648346,0.1016011,0.001422725,0.08392062,0,0,0.004523029,0.024171122,0.120603015,0.375842946,-0.255239931,0.145279649,-0.024676634,0.072069435,0.073502789,1,area,,,,
Lauderdale by the Sea_Friedt Park,0.105740974,0.020252025,0.041484228,0.004479779,0.004244198,0,0.072917001,0.02693866,0.006997138,0.13061336,0.111430269,0.003892001,0.104371453,0,0,0.00268845,0.021941909,0.652173913,0.53407419,0.118099723,0.643857795,0.008316118,0.0571652,0.265105957,1,Kids_Playground,,,,
Lauderdale Lakes_Vincent Torres Memorial Park,0.032779935,0.061531953,0.024478381,0.00166417,0.002737253,0,0.032869035,0.054709461,0.006225783,0.004271193,0.007683755,0.008513045,0.005036736,0.002502949,0,0.007548725,0.05975827,0.4,0.30625,0.09375,0.411564113,-0.011564113,0.094090017,-0.405400773,1,tree,,,,
"Lauderdale Lakes_Willie L. Webb, Sr. Park",0.197954349,0.29291825,0.111378045,0.008939361,0.010824572,0,0.151504895,0.297456795,0.000325061,0.035866366,0.048192378,0.1008867,0.097244974,0.008982664,0,0.019573439,0.043811514,1,0.222222222,0.777777778,0.98257612,0.01742388,0.153941642,-1.448087955,10,mean_ndwi,,,,
Lauderhill_Herbert Sadkin Community Center,0.035997757,0.038316149,0.035576999,0.0014174,0.015097695,0,0.023338915,0.048869241,0.003471274,0.007097021,0.019344476,0.004683768,0.008292715,0,0,0.008904978,0.034970705,0.428571429,0.380266551,0.048304878,0.431091886,-0.002520457,0.087646101,-0.311215877,1,mean_ndwi,,,,
Lauderhill_Ilene Lieberman Botanical Gardens,0.105731862,0.126260724,0.110071627,0.001095792,0.050380062,0,0.117768127,0.06544635,0.060523194,0.038503772,0.123191041,0.010121106,0.046266587,0,0,0.010825684,0.174697103,0.352941176,0.227669665,0.125271511,0.345344857,0.007596319,0.117006198,-0.412009375,1,Biodiversity,,,,
Lauderhill_Jackie Gleason Park,0.105456825,0.075674509,0.096844132,0,0.022156232,0,0.098719268,0.08247634,0.017079283,0.00614564,0.008361437,0.004384079,0.049187286,0,0,0.026684385,0.173577546,0.575757576,0.349879561,0.225878015,0.536033184,0.039724392,0.108326892,-0.379347307,1,Biodiversity,,,,
Lauderhill_James D. Bradley Jr. Park,0.076748218,0.038198936,0.095878203,0.000655741,0.025614523,0,0.073165546,0.108152344,0.006283816,0.004681619,0.0024585,0.005749202,0.00436744,0.000671947,0,0.012466346,0.038158287,0.5,0.347338331,0.152661669,0.480569699,0.019430301,0.057173246,-0.079464759,1,mean_ndwi,,,,
Lauderhill_John E. Mullin Park & The Lauderhill Aquatic Center,0.039047492,0.030148991,0.03579528,0.005225539,0.006273107,0,0.044304952,0.03434373,0.00055117,0.003952563,0.005952392,0.015236239,0.00851889,0,0,0.023211396,0.0444806,0.5,0.656253462,-0.156253462,0.500659264,-0.000659264,0.095550684,-0.284832344,6,Biodiversity,,,,
Lauderhill_Lauderhill Sports Park,0.099745033,0.112529297,0.07618775,0,0.048018261,0,0.098790169,0.08704753,0.020747406,0.030448239,0.113694958,6.07E-05,0.043358784,0,0,0.019690968,0.125794318,0.102564103,0.597234979,-0.494670876,0.169937786,-0.067373683,0.098051305,-0.522880858,1,Biodiversity,,,,
Lauderhill_Maye Frances Brooks Jenkins Park,0.06973237,0.04780896,0.067828333,0.003054085,0.021744168,0,0.052855928,0.082335603,0.00446281,0.00383301,0.017648367,0.000210806,0.009642796,0,0,0.004798469,0.069646384,0.5,0.588293651,-0.088293651,0.507052134,-0.007052134,0.075475295,-0.165080696,2,mean_ndwi,,,,
Lauderhill_Ruth Rothkopf Park,0.110262542,0.137675448,0.116122166,0,0.027424198,0,0.115194432,0.072315281,0.021110225,0.023560376,0.086982544,0.00122038,0.054202491,0,0,0.015318126,0.196869106,1,0.360523976,0.639476024,0.846983933,0.153016067,0.088863295,-0.449302573,1,Biodiversity,,,,
Lauderhill_St. George Community Park,0.067692346,0.061822926,0.0945784,0.002939837,0.021232577,0,0.064638642,0.124058522,0.007068973,0.003346046,0.034595139,0.000862117,0.004929795,0,0,0.017917477,0.05346851,0.666666667,0.301569037,0.36509763,0.61000468,0.056661987,0.06237791,-0.270835819,1,mean_ndwi,,,,
Lauderhill_Veterans Park,0.09891399,0.08272001,0.045226291,0,0.012642724,0,0.085214773,0.058919711,0.037307622,0.005680971,0.006525332,0.002552289,0.045370021,0,0,0.013170311,0.19509407,0.363636364,0.487223441,-0.123587077,0.371133656,-0.007497292,0.086290829,-0.104356776,1,Biodiversity,,,,
Lauderhill_Waterford Park,0.098992028,0.099689104,0.094172256,0,0.016851263,0,0.12966252,0.092200232,0.016473112,0.02648882,0.040463092,0.005716054,0.083982146,0,0,0.027341244,0.156662446,0.3,0.516900598,-0.216900598,0.35001622,-0.05001622,0.097275029,-0.406924888,1,Biodiversity,,,,
Lauderhill_West Ken Lark Park,0.090916257,0.077326843,0.064647045,0.002324017,0.026321861,0,0.115590398,0.11430054,0.004244179,0.009589459,0.020044156,0.005045364,0.00483231,0,0,0.009355329,0.034778641,0.222222222,0.527153631,-0.304931409,0.28049611,-0.058273888,0.065397703,-0.324556184,1,mean_ndvi,,,,
Lauderhill_Westwind Park,0.058101554,0.02977941,0.036220936,0,0.003705517,0,0.062948055,0.03532507,0.018728227,0.004027559,0.006825924,0.001225363,0.040732493,0,0,0.010175516,0.125937553,0.264150943,0.464690461,-0.200539518,0.277161552,-0.013010609,0.104632085,-0.115516315,1,Biodiversity,,,,
Lauderhill_Wolk Park,0.021869674,0.042310671,0.032063222,0.00287358,0.001948651,0,0.0296791,0.048866856,0.002220448,0.00652556,0.020720276,0.003894569,0.008452824,0,0,0.010140386,0.040828653,0.166666667,0.393698792,-0.227032125,0.208166355,-0.041499688,0.091298445,-0.365856194,1,mean_ndwi,,,,
Lighthouse Point_Dan Witt Park,0.204006414,0.128045871,0.130180237,0,0.035029363,0,0.073286191,0.105796598,0.021400641,0.064267799,0,0.065742318,0.011772305,0.007984807,0,0.006800631,0.228021663,0.583333333,0.683505682,-0.100172349,0.609644043,-0.02631071,0.096321288,-0.270106427,1,Biodiversity,,,,
Lighthouse Point_De Groff Park,0.173864909,0.09935585,0.102717319,0.003549184,0.015300473,0,0.05022604,0.061266466,0.05569285,0.060834948,0.002212975,0.062579824,0.012478523,0.00469603,0,0.007043355,0.101258115,0.483870968,0.371837769,0.112033199,0.482645592,0.001225376,0.076152004,0.020894876,1,area,,,,
Lighthouse Point_Frank McDonough Park,0.126054137,0.071725851,0.099561964,0.001807274,0.010522157,0,0.065081936,0.051495811,0.002205537,0.025381074,0,0.033839322,0.019756955,0.010170759,0.001731496,0.033753329,0.084145856,0.695652174,0.469152767,0.226499407,0.64287852,0.052773654,0.065060124,0.030705926,1,area,,,,
Margate_Centennial Park,0.076907237,0.115888507,0.04739769,0,0.055904869,0,0.06884565,0.052835699,0.00369605,0.002570539,0,0.024491435,0.010222741,0,0.005856637,0.014628976,0.052658458,1,0.559973525,0.440026475,0.933397267,0.066602733,0.094734056,-0.064565424,1,tree,,,,
Margate_Coral Gate Park,0.041394796,0.025561903,0.034448153,0.00064619,0.011419776,0,0.036058111,0.126695574,0.002546318,0.105908712,0.029716857,0.001298967,0.009697402,0.009256249,3.01E-05,0.001462834,0.022695983,0.533333333,0.50100031,0.032333023,0.533602428,-0.000269095,0.054877268,-0.051359323,1,mean_ndwi,,,,
Margate_David Park,0.073960189,0.052235071,0.115165593,0,0.003707243,0,0.123262442,0.179697189,0.023417935,0.134413635,0.029329295,0.055123783,0.022390537,0.001934723,0.001012597,0.003946558,0.097923886,0.928571429,0.36026936,0.568302069,0.914342301,0.014229128,0.089434014,-0.249202013,1,mean_ndwi,,,,
Margate_Firefighters Park,0.055581366,0.089616975,0.118605708,0,0.034141974,0,0.103363903,0.137299268,0.010945048,0.050643102,0.01860457,0.046295614,0.016175564,0.011353334,0.011088303,0,0.135350664,0.533936652,0.586278659,-0.052342007,0.54256456,-0.008627908,0.080722444,-0.065388826,1,mean_ndwi,,,,
Margate_Kaye Stevens Park,0.048572758,0.059650393,0.063428063,0,0.001403897,0,0.075702995,0.101981261,0.010906509,0.111052057,0.045814509,0.00842568,0.021123225,0.001968371,0.000766798,0.00128645,0.07170322,0.142857143,0.72356328,-0.580706137,0.220314897,-0.077457754,0.072443427,-0.196430391,1,Kids_Playground,,,,
Margate_Margate Sports Complex,0.041229801,0.059339919,0.042742159,0.000289467,0.003395155,0,0.041542384,0.117147298,0.011079188,0.124669305,0.023140954,0.005081888,0.023308484,0.002282638,0.001939252,0.006527532,0.034924698,0.592592593,0.592718651,-0.000126058,0.589356842,0.003235751,0.073752041,-0.499644845,1,Kids_Playground,,,,
Margate_Serino Park,0.080458685,0.071380751,0.090909697,0,0.040267667,0,0.073778357,0.176596994,0.045446574,0.019006726,0.002009221,0.021934474,0.111195462,0.017461052,0.002282708,0.000433437,0.04175765,0.352941176,0.495017372,-0.142076196,0.385000437,-0.032059261,0.087556415,-0.169008146,1,mean_ndwi,,,,
Margate_Southeast Park,0.075422074,0.075280841,0.060426823,0,0.026085578,0,0.064311284,0.09988543,0.014886552,0.021557447,0.020007107,0.006576798,0.082686244,0.021300022,0.001091137,0.006657596,0.064206243,0.409090909,0.351280345,0.057810564,0.417495974,-0.008405065,0.100760295,-0.343409473,1,mean_ndwi,,,,
Margate_Southgate Park,0.075202956,0.093044872,0.095584624,6.80E-05,0.075331303,0,0.130329425,0.219013866,0.023622237,0.039450407,0.00098463,0.03523662,0.085822645,0.013592788,0.000396958,0,0.084017386,0.625,0.438033691,0.186966309,0.608326576,0.016673424,0.097615038,-0.343407547,1,mean_ndwi,,,,
Margate_Veterans Memorial Park,0.101683663,0.056074575,0.12264429,6.57E-06,0.037622198,0,0.195639297,0.272166973,0.009054378,0.047187228,0.000288448,0.023458141,0.056227572,0.006187318,0,0,0.091619569,0.318181818,0.194963973,0.123217845,0.300298414,0.017883404,0.11612394,-0.332117313,1,mean_ndwi,,,,
Margate_Vinson Park,0.098164171,0.081192518,0.053250875,0,0.010959706,0,0.106671372,0.200444335,0.01976781,0.189362518,0.022003785,0.049514837,0.018882295,0.010226997,0.001914594,0.001212893,0.102814383,0.8,0.656633009,0.143366991,0.772483626,0.027516374,0.096644069,-0.19369482,1,mean_ndwi,,,,
Margate_Winfield Park,0.048353604,0.054417774,0.075121763,0,0.016649926,0,0.088683724,0.166048504,0.01326224,0.096745204,0.067652862,0.009219838,0.027579612,0.005104955,0.001659537,0.000343699,0.077847952,0.444444444,0.829917762,-0.385473318,0.485354977,-0.040910533,0.08949818,-0.405026709,1,mean_ndwi,,,,
Miramar_19th Street Park,0.086469029,0.033660949,0.029859761,0.004088881,0.007454137,0,0.120668967,0.052672085,0.013427292,0.052409527,0.002974701,0.011288592,0.009201881,0.004907593,0.006669995,0.003193836,0.057896689,0.5,0.331061341,0.168938659,0.498595811,0.001404189,0.053544053,-0.197009857,1,mean_ndvi,,,,
Miramar_Ansin Sports Complex,0.117369282,0.183254474,0.119481312,0.000492014,0.031787156,0,0.069300621,0.190846511,0.008030491,0.002209088,0.007737226,0.008399282,0.13280829,0,0,0.011893048,0.181075417,0.53125,0.456196581,0.075053419,0.531443491,-0.000193491,0.102980731,-0.13894775,6,mean_ndwi,,,,
Miramar_Beauty Park,0.090208081,0.041362384,0.048093291,0.006606977,0.012642142,0,0.114474879,0.060548125,0.00672942,0.033289291,0.006228298,0.01460963,0.003463313,0.006730615,0,0.000995692,0.064588894,0,0.514181287,-0.514181287,0.063214156,-0.063214156,0.064705448,-0.446529613,1,mean_ndvi,,,,
Miramar_Beekman Park,0.238514058,0.060709724,0.07831612,0.010033211,0.016607092,0,0.081456246,0.086245195,0.02373571,0.004102338,0.009559138,0.093239335,0.367162975,0,0,0.004544945,0.096848415,0.25,0.448151892,-0.198151892,0.266348995,-0.016348995,0.084747539,-0.238739565,1,Athletic_facility,,,,
Miramar_Bernard Park,0.38909936,0.068821873,0.079003618,0.01221189,0.013614486,0,0.063859632,0.070685156,0.030366803,0.005221186,0.005021067,0.037868876,0.356423538,0,0,0.005499864,0.087318505,1,0.36010232,0.63989768,0.879305995,0.120694005,0.063663283,0.104429843,1,area,,,,
Miramar_Civic Center Park,0.083061143,0.047719531,0.049965349,0.004031117,0.011454482,0,0.076686874,0.061098897,0.003562946,0.022245967,0.006097513,0.013029679,0.010714133,0.004849083,0,0,0.064414899,0.5,0.495084749,0.004915251,0.490703628,0.009296372,0.081099611,-0.25763628,1,area,,,,
Miramar_Fairway Park,0.078197151,0.023840311,0.064825545,0.002037731,0.01878605,0,0.126931134,0.102762195,0.006740915,0.008176014,0.004731976,0.024589374,0.154801536,0,0,0,0.12033276,0.272727273,0.395521542,-0.122794269,0.275922486,-0.003195213,0.098151453,-0.214675299,1,Athletic_facility,,,,
Miramar_Flamingo Estates Park,0.068463809,0.024278304,0.063463207,0.018978334,0.019002355,0,0.033222299,0.054246967,0.004264616,0.00396986,0.00626977,0.004838613,0.007358553,0,0,0.002907999,0.068896516,0.428571429,0.519042398,-0.090470969,0.425716808,0.002854621,0.051046902,0.11871723,1,Biodiversity,,,,
Miramar_Forzano Field,0.234185584,0.066503666,0.057314778,0.005304903,0.011079735,0,0.06065933,0.062068768,0.034916483,0.004291818,0.003242391,0.039582239,0.256740509,0,0.002070414,0.01166537,0.097682472,0.166666667,0.391417951,-0.224751284,0.223280155,-0.056613488,0.108400225,-0.10972956,1,Athletic_facility,,,,
Miramar_Historic Miramar Aquatic Complex,0.091866757,0.049629372,0.041956172,0.006701581,0.014318985,0,0.072216945,0.05733224,0.015514546,0.010667594,0.001584696,0.007374629,0.018226695,0.004524321,0,0,0.078993165,0.421052632,0.470479519,-0.049426887,0.439542014,-0.018489382,0.079313467,-0.229937996,1,area,,,,
Miramar_Lakeshore Park,0.275529277,0.065587884,0.060842145,0.009518227,0.012434242,0,0.068719208,0.070053626,0.018213999,0.000741319,0.001721891,0.041995192,0.341547092,0,0,0.007377348,0.127712658,0.291666667,0.461431049,-0.169764382,0.329370184,-0.037703517,0.081730858,-0.004189905,1,Athletic_facility,,,,
Miramar_Miramar Regional Park,0.09488148,0.044596877,0.089578271,0.005411816,0.024985913,0,0.037388706,0.126137613,0.013310331,0.037599247,0,0.001540251,0.005424668,0,0,0.004584708,0.128975005,0.519313305,0.352266276,0.167047029,0.496244955,0.02306835,0.054200064,-0.042305362,1,Biodiversity,,,,
Miramar_Monarch Lakes Park,0.065896563,0.036901401,0.077986639,0.009149011,0.017404424,0,0.051180573,0.054309305,0.005489011,0.005338273,0.010332936,0.005222978,0.009820479,0,0,0.00124273,0.069505567,0.3125,0.601649091,-0.289149091,0.325714168,-0.013214168,0.061423852,0.000821002,1,grassland,,,,
Miramar_Perry Park-Wellman Field,0.090988492,0.046628414,0.039687572,0.006294398,0.011275433,0,0.075721496,0.070667303,0.005359726,0.016700629,0.00488729,0.008626839,0.008287574,0.002918729,0,0,0.081569732,0.333333333,0.459804211,-0.126470878,0.345493686,-0.012160353,0.084445986,-0.344338699,1,area,,,,
Miramar_River Run Park,0.184716688,0.098170039,0.069809275,0.004885307,0.026649362,0,0.046419841,0.116827164,0.03379736,0.003055947,0.003099366,0.04359698,0.288001537,0,0.003003075,0.013641426,0.117573807,0.319148936,0.37377044,-0.054621504,0.339624887,-0.020475951,0.103660354,-0.07903485,1,Athletic_facility,,,,
Miramar_Sawyer Park,0.235579358,0.06045617,0.209615079,0,0.008618009,0,0.06444402,0.072882029,0.026908683,0.008944509,0,0.009135536,0.129024201,0,0,0.002344366,0.076051691,0.875,0.8,0.075,0.866789173,0.008210827,0.071283031,-0.097379187,1,area,,,,
Miramar_Sheraton Park,0.211463017,0.041509939,0.054147023,0.027517287,0.02920255,0,0.061288032,0.072391526,0.014905968,0.007371741,0.012653288,0.089132033,0.297863215,0,0,0.00359989,0.096409178,0,0.346748619,-0.346748619,0.084435926,-0.084435926,0.067684506,0.014781361,1,Athletic_facility,,,,
Miramar_Shirley Branca Park,0.106108732,0.047410819,0.050523816,0.007041057,0.006596089,0,0.091675046,0.056934291,0.010262021,0.015234848,0.003711188,0.004849773,0.013178113,0.007523382,0,0,0.105653606,0.6,0.396002349,0.203997651,0.576594557,0.023405443,0.081018594,-0.209368997,1,area,,,,
Miramar_Silver Lakes Tennis Complex,0.128168264,0.057621505,0.100024422,0.006214171,0.017221908,0,0.047077293,0.116737705,0.015420809,0.023805579,0.00107085,0.003457806,0.003376215,0,0,0.007172295,0.117011652,0.222222222,0.357072203,-0.134849981,0.227042484,-0.004820262,0.055658294,-0.070348142,1,area,,,,
Miramar_Silver Shores Park,0.112916471,0.044986788,0.123931948,0.004499219,0.025844511,0,0.027228019,0.119731454,0.014073215,0.020568446,0.00155843,0.006173046,0.005115698,0,0,0.00193442,0.090232999,0.375,0.438098986,-0.063098986,0.388807424,-0.013807424,0.053735792,-0.011789109,1,grassland,,,,
Miramar_Veteran's Memorial Park,0.085413322,0.036490402,0.031834227,0.00564899,0.0178022,0,0.129645061,0.058774407,0.006320095,0.01967078,0.010607936,0.007543672,0.002450803,0.009330431,0.00108403,0.001360108,0.060710526,0.5,0.225404988,0.274595012,0.447476569,0.052523431,0.059909463,-0.273959976,1,mean_ndvi,,,,
Miramar_Vizcaya Park,0.076422726,0.016151905,0.06421648,0.003768701,0.013044672,0,0.027448586,0.024916534,0.004435389,0.007196797,0.00043102,0.006888697,0.003372638,0,0,0.001660703,0.044091009,0.484848485,0.347024022,0.137824463,0.480922358,0.003926127,0.055225681,0.039056636,1,area,,,,
North Lauderdale_Bicentennial Park,0.064556063,0.05066618,0.074847559,0.002482941,0.046297308,0,0.114266231,0.208458202,0.05038676,0.015524297,0.000684046,0.025184168,0.098786245,0.011381421,0,0,0.067493692,0,0.44434088,-0.44434088,0.0995606,-0.0995606,0.083763305,-0.156535044,1,mean_ndwi,,,,
North Lauderdale_Broadview Community Park,0.089066911,0.065970915,0.104911352,0.006186531,0.013174535,0,0.070437166,0.112896048,0.1313313,0.006539609,0.007588021,0.024827473,0.131829789,0.004643808,0,0.001339033,0.049599759,0.75,0.282735443,0.467264557,0.692585464,0.057414536,0.064900808,-0.060992013,1,Athletic_facility,,,,
North Lauderdale_Hampton Pines Park,0.105191225,0.114294413,0.10087639,0.010286123,0.011404113,0,0.044898683,0.12807884,0.016525466,0.005830142,0.007969002,0.005505751,0.027815883,0.00360354,0,0.020352903,0.100170607,0.357894737,0.3125,0.045394737,0.357375178,0.000519559,0.080798137,-0.657906551,1,mean_ndwi,,,,
North Lauderdale_TOT Park,0.027438104,0.021725919,0.025694513,0.000624355,0.011020902,0,0.038377475,0.027530268,0.024055789,0.005759634,0.015964218,0.003620848,0.00251943,0.001549105,0.022804748,0.003284186,0.016180061,0.166666667,0.418943325,-0.252276658,0.187832064,-0.021165397,0.080018262,-0.26027947,2,mean_ndvi,,,,
Oakland Park_Cherry Creek Park,0.076803117,0.034099609,0.013338082,0.001828058,0.053254416,0,0.033228534,0.065176805,0.012487044,0.008615016,0.000836932,0.008257962,0.005792,0,0.016988565,0.001974649,0.032731005,0.333333333,0.4,-0.066666667,0.334045683,-0.00071235,0.085739286,-0.123053989,1,area,,,,
Oakland Park_Dr. Carter G. Woodson Park,0.107511094,0.024806805,0.044513273,0.003845245,0.025358593,0,0.094493752,0.091273061,0.007803784,0.010509997,0.008851396,0.011823259,0.004931507,0,0.002457175,0.010924165,0.070174,0,0.363361463,-0.363361463,0.037649442,-0.037649442,0.05512199,-0.23215634,1,area,,,,
Oakland Park_Jaco Pastorius Park,0.087097279,0.020857436,0.046641616,0.00127016,0.028007079,0,0.037501196,0.084979133,0.012066148,0.004937712,0.000270768,0.006642184,0.005574696,0,0.003553605,0.001302212,0.027657757,0.35,0.348309179,0.001690821,0.351005087,-0.001005087,0.048634165,-0.147411157,1,area,,,,
Oakland Park_Lakeside Sand Pine Preserve,0.016802576,0.02526929,0.013398663,0.011064653,0.021883193,0,0.02720141,0.021713678,0.002601996,0.006970213,0.00081507,0.003468205,0.003363451,0.004338755,0,0.004139641,0.033858454,0.222222222,0.303452381,-0.081230159,0.231425852,-0.00920363,0.033993277,-0.413683517,1,Biodiversity,,,,
Oakland Park_Stunson Nature Trail,0.02650528,0.033354741,0.050616252,0.011295657,0.031018755,0,0.071823029,0.043683719,0.003652323,0.032888988,0.005330926,0.010272528,0.006538632,0.001386602,0,0.008883931,0.045216011,0.166666667,0.409728338,-0.243061671,0.196056644,-0.029389977,0.052004506,-0.422131146,1,mean_ndvi,,,,
Oakland Park_Veterans Park,0.027719468,0.030634617,0.025811652,0.017239337,0.033836619,0,0.039545099,0.029286401,0.004372592,0.028675364,0.005210104,0.007127539,0.006679257,0.001785566,0,0.008188811,0.037610773,0.338983051,0.354183109,-0.015200058,0.345913766,-0.006930715,0.047863283,-0.295357842,1,mean_ndvi,,,,
Oakland Park_Wimberly Fields Park,0.094821117,0.042387294,0.062724417,0.004138222,0.016546791,0,0.071111151,0.061139526,0.00640282,0.008294141,0.003470135,0.010346631,0.010578262,0,0.000558581,0.00390809,0.050622224,0.47826087,0.323611111,0.154649759,0.474810781,0.003450089,0.058604319,-0.309997767,1,area,,,,
Parkland_Barkland Dog Park,0.139875159,0.115631889,0.097576736,0.005369269,0.016128135,0,0.109271235,0.106231732,0.010048983,0.004739166,0.021628609,0.049605347,0.017608075,0.004561228,0.011439107,0.007097762,0.054923637,0.869158879,0.769613568,0.099545311,0.852263951,0.016894928,0.070535593,0.074254454,1,area,,,,
Parkland_Covered Bridge Park,0.016258046,0.084909407,0.114433818,0.002210617,0.009724779,0,0.086949416,0.065465933,0.004061547,0.066492234,0.003460208,0.082672913,0.03395298,0.007866501,1.91E-05,0.000959184,0.042914174,0.25,0.259133547,-0.009133547,0.251941165,-0.001941165,0.038491805,-0.059686027,1,grassland,,,,
Parkland_Doris Davis Forman Wilderness Preserve,0.044410227,0.055087186,0.107750346,0.005940564,0.003310315,0,0.04604504,0.06177355,0.013993951,0.058197265,0.001247524,0.029414112,0.007163912,0.016654924,0.017334793,0,0.037416239,0.2,0.300885768,-0.100885768,0.204286323,-0.004286323,0.052607701,0.215557007,1,grassland,,,,
