UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor,,variable,number,proportion
Deerfield Beach_Cornerstone Park,0.297562196,0.101357886,0.168827653,0,0.017032138,0,0.211085116,0.170526905,0.087858808,0.070210055,0,0.038662053,0.039081251,0.019847877,0.002584318,0.006588645,0.24991492,1,0.299871049,0.700128951,0.919210476,0.080789524,0.082920248,-0.046124259,1,area,,,,
Deerfield Beach_Hillsboro Community Center,0.117813674,0.158103858,0.066700966,0.001667008,0.027173269,0,0.059568455,0.066607619,0.160997332,0.033022339,0.00225069,0.001223064,0.018514121,0.002983455,0.018914958,0.031096943,0.067107625,0.5,0.353184432,0.146815568,0.495610536,0.004389464,0.105591758,-0.217340501,1,Pavilion_Picnic_Area,,,,
Deerfield Beach_Kirk Cottrell Pavilion,0.072616348,0.12995083,0.081053447,0.018644369,0.01091506,0,0.043483844,0.035825919,0.05437584,0.060176799,0.014227471,0.009444285,0.015430994,0.002425165,0.004521943,0.002987138,0.039791752,0.25,0.499648615,-0.249648615,0.251221706,-0.001221706,0.071613387,-0.015391997,1,tree,,,,
Deerfield Beach_Mayo Howard Park,0.124874862,0.082169771,0.067132461,0.001891632,0.012348558,0,0.104835983,0.086974905,0.086826491,0.02514332,0,0.01987849,0.053817477,0.018185487,0.009572132,0.059759693,0.087357921,0.473684211,0.459759358,0.013924853,0.489501797,-0.015817586,0.137476936,-0.350708078,1,area,,,,
Deerfield Beach_North Crystal Heights,0.056220896,0.044186007,0.035969068,0.003022463,0.031296769,0,0.118211891,0.100925328,0.0016009,0.008071287,0.007837927,0.004626465,0.172930281,0.002582825,0.013224126,0.032805709,0.086100103,0,0.095833333,-0.095833333,0.015704142,-0.015704142,0.048061496,0.266934213,1,Athletic_facility,,,,
Deerfield Beach_Oveta McKeithen Recreational Complex,0.126527745,0.182984272,0.066454935,0.003169926,0.030351047,0,0.061578888,0.073006042,0.151751572,0.023408613,0.006128274,0.005749758,0.019257175,0.003573047,0.014961347,0.033758601,0.072100866,0.75,0.382480929,0.367519071,0.671454183,0.078545817,0.116458037,-0.342615067,1,tree,,,,
Deerfield Beach_Pastor Willie James Ford Sr. Linear Park,0.174465794,0.166755848,0.093747225,0.001164169,0.012908302,0,0.148532488,0.117508641,0.140001794,0.058850478,0.001500785,0.02435699,0.038470916,0.011766176,0.009087478,0.026981767,0.096729544,0,0.416922233,-0.416922233,0.106816664,-0.106816664,0.122449886,-0.396970723,1,area,,,,
Deerfield Beach_Pioneer Park,0.102715288,0.22670712,0.067434994,0.011854104,0.020749257,0,0.053800991,0.048523323,0.145992668,0.053643367,0.00689887,0.007452322,0.00462869,0.00224163,0.020859663,0.019418689,0.045736908,0.37254902,0.513773476,-0.141224456,0.405908403,-0.033359383,0.056314667,0.127702445,1,tree,,,,
Deerfield Beach_Sullivan Park,0.091030831,0.114052625,0.102796099,0.024567868,0.016178992,0,0.041797184,0.037919502,0.080560538,0.078715289,0.02489085,0.007608297,0.0142024,0.000934443,0.006036464,0.005102133,0.053248424,0.631067961,0.320877022,0.310190939,0.608854596,0.022213365,0.059183946,0.160842581,1,tree,,,,
Deerfield Beach_Teen Center,0.106589788,0.057247364,0.092814474,0,0.01397241,0,0.090798596,0.110153,0.031300544,0.00093234,0,0.008617658,0.080118179,0.026010068,0.011804575,0.079524147,0.129075477,0.5,0.373231639,0.126768361,0.477387835,0.022612165,0.122672073,-0.205250595,1,Biodiversity,,,,
Deerfield Beach_Tivoli Sand Pines Preserve,0.188479472,0.161167207,0.048645855,0.001552579,0.019411809,0,0.086723086,0.123366873,0.175269846,0.044724535,0.000714322,0.014078611,0.051410874,0.006165397,0.011173053,0.031684411,0.074822558,0.5,0.464624538,0.035375462,0.503279504,-0.003279504,0.127212484,-0.451304867,1,area,,,,
Deerfield Beach_Trailhead Park,0.062551713,0.060414271,0.0367767,0.007327105,0.044075089,0,0.11459064,0.128524997,0.002119587,0.003608242,0.030578593,0.005682467,0.131424219,0.003357016,0.007862086,0.012607276,0.078569628,0.333333333,0.096394231,0.236939102,0.313654374,0.019678959,0.040690307,0.083738588,1,Athletic_facility,,,,
Deerfield Beach_Villages of Hillsboro Park,0.032941169,0.024706104,0.056583478,0.004942114,0.00571095,0,0.079408219,0.139607721,0.001850472,0.022502161,0.025463894,0.004587469,0.025165405,0.027578862,0.012648569,0.00446032,0.036167578,0.595238095,0.456401278,0.138836817,0.581760189,0.013477906,0.037309712,0.341190155,1,mean_ndwi,,,,
Fort Lauderdale_Ann Herman Park,0.044443911,0.030543271,0.022130785,0.004364525,0.004875769,0,0.057696094,0.035114606,0.040563928,0.069694278,0.027487762,0.066022995,0.007229873,0.011145326,0.000445679,0.032230417,0.039732283,0.428571429,0.329120077,0.099451352,0.401794284,0.026777145,0.049114764,0.03143998,1,Kids_Playground,,,,
Fort Lauderdale_Annie Beck Park,0.120214887,0.101029204,0.041357407,0.001293437,0.001510624,0,0.027205526,0.034480065,0.002066018,0.01306916,0.013585723,0.007563746,0.002766469,0,0.003330745,0.002010615,0.114778359,0.342105263,0.34136517,0.000740093,0.340365452,0.001739811,0.07636685,-0.308826623,1,area,,,,
Fort Lauderdale_Bass Park,0.062684993,0.04384804,0.090980053,0.002243642,0.014215804,0,0.039912183,0.043487747,0.013860595,0.004712513,0.001086814,0.010188396,0.006977774,0.002458927,0,0.006709814,0.029996737,0.285714286,0.504181929,-0.218467643,0.302774619,-0.017060333,0.062889988,-0.16924127,1,grassland,,,,
Fort Lauderdale_Bayview Park,0.097874882,0.02282861,0.052720528,0.002220027,0.009379086,0,0.03708359,0.036964721,0.021027399,0.094505847,0.077741673,0.009774168,0.05890105,0,0,0.008813036,0.019398241,0.6,0.494444275,0.105555725,0.596771382,0.003228618,0.048657866,0.334526149,1,area,,,,
Fort Lauderdale_Beach Community Center,0.232748614,0.054889978,0.019197162,0.005686621,0.014998037,0,0.076698879,0.195686273,0.038457762,0.192648599,0.061293342,0.022947882,0.011672404,0,0.000917634,0.004137043,0.118421462,0.375,0.291463216,0.083536784,0.37300818,0.00199182,0.07433027,-0.030331839,1,area,,,,
Fort Lauderdale_Benenson Park,0.041542326,0.055814569,0.028178903,0.001631725,0.0006238,0,0.03823274,0.047928983,0.053488903,0.051331627,0.024093825,0.063063363,0.014704648,0.006078876,0.015007185,0.016136311,0.054333811,0,0.277437287,-0.277437287,0.026363783,-0.026363783,0.072649427,-0.548078673,1,Jog_Walk_path,,,,
Fort Lauderdale_Bill Keith Preserve,0.022982261,0.034168818,0.057912239,0.005856158,0.003875507,0,0.039011477,0.039548351,0.009859025,0.059659575,0.001957662,0.008448382,0.004956788,0.040702506,0,0.044397428,0.066998909,0.282051282,0.319166065,-0.037114783,0.266401153,0.015650129,0.034840238,0.222181446,1,Biodiversity,,,,
Fort Lauderdale_Bryant Peney Park,0.053180799,0.105231075,0.040783603,0.00631703,0.020274147,0,0.111975659,0.060698071,0.014695111,0.046826408,0.011218795,0.009395229,0.006220801,0.00261153,0,0.00827992,0.090597733,0.866666667,0.597281324,0.269385343,0.825427401,0.041239266,0.051595503,-0.049164643,1,mean_ndvi,,,,
Fort Lauderdale_Bubier Park,0.072263552,0.027695173,0.018082522,0.001109257,0.002941981,0,0.042853506,0.039774864,0.000801508,0.079550617,0.018528714,0.007511387,0.026217409,0.000301921,0,0,0.025477919,0.252252252,0.302280035,-0.050027783,0.258880102,-0.00662785,0.03498579,0.050361843,1,Kids_Playground,,,,
Fort Lauderdale_Carter Park-Sunland Park,0.063340332,0.061802926,0.054572883,0.004462884,0.008493171,0,0.101511314,0.057300348,0.003887559,0.004793797,0.004133764,0.023713453,0.004797361,0.001398568,0,0.003692003,0.079136552,0.262295082,0.666666667,-0.404371585,0.281414838,-0.019119756,0.094309944,-0.523658227,1,mean_ndvi,,,,
Fort Lauderdale_Cliff Lake Park,0.084748241,0.085632459,0.027612117,0.00132615,0.072281186,0,0.033530506,0.147353415,0.057598306,0.184622945,0.123601173,0.008862444,0.00350403,0,0,0.010395317,0.03680759,0,0.459151911,-0.459151911,0.03709944,-0.03709944,0.074693268,0.031116407,1,Kids_Playground,,,,
Fort Lauderdale_Colee Hammock Park,0.092363451,0.082060337,0.053281957,0.001445061,0.032183086,0,0.028421413,0.04032347,0.010574988,0.02217508,0.012239624,0.007873453,0.01372667,0,0.000685103,0.001076538,0.062020934,0.286624204,0.285865841,0.000758363,0.297076651,-0.010452447,0.062538554,-0.00757348,1,area,,,,
Fort Lauderdale_Coontie Hatchee Park,0.020168542,0.017004998,0.025594599,0.005775704,0.022519192,0,0.029616413,0.028363858,0.002535826,0.034195862,0.002449035,0.00444941,0.003874134,0.006714155,0,0.051496823,0.027963422,0.607142857,0.540741321,0.066401536,0.594500945,0.012641912,0.035438945,0.127262667,1,Indoor_Outdoor_fitness_center,,,,
Fort Lauderdale_D.C. Alexander Park,0.138958852,0.02096172,0.152477939,0.000738462,0.004924228,0,0.111569713,0.085677674,0.013484093,0.010474776,0.008902643,0.024346064,0.004561427,0,0.000178816,8.60E-05,0.110874555,0.2,0.637564923,-0.437564923,0.300894046,-0.100894046,0.075833061,-0.368458221,1,grassland,,,,
Fort Lauderdale_Dottie Mancini Park,0.050993673,0.067867259,0.031055116,0.000330005,0.014714761,0,0.239881531,0.127943507,0.099587443,0.047698215,0.012951365,0.012334022,0.05427539,0,0.00281059,0.005706904,0.078125526,0.681818182,0.325188406,0.356629776,0.649723623,0.032094559,0.058953542,0.046231184,1,mean_ndvi,,,,
Fort Lauderdale_Earl Lifshey Park,0.248656537,0.061021468,0.022338061,0.000487096,0.011517758,0,0.061815167,0.150014146,0.053749018,0.265111889,0.08923629,0.011591281,0.011526948,0,0.000898689,0.009023572,0.111542665,0.102040816,0.226452664,-0.124411848,0.126911928,-0.024871112,0.072764786,-0.008631826,1,Kids_Playground,,,,
Fort Lauderdale_Esplanade Park,0.070048509,0.047483615,0.016200204,0.001397156,0.004737373,0,0.07675864,0.034949053,0.010833228,0.057264734,0.00811538,0.004599539,0.015006572,0.000990717,0,0.003717307,0.036069605,0.211453744,0.283778012,-0.072324268,0.228077859,-0.016624115,0.036901733,0.100872617,1,mean_ndvi,,,,
Fort Lauderdale_Esterre Davis Wright Park,0.061877987,0.063718971,0.056408972,0.012195318,0.013596531,0,0.056596987,0.034827127,0.008251056,0.063219023,0.005078694,0.021040889,0.007504612,0.057578452,0,0.01426693,0.07789744,0.4,0.373189418,0.026810582,0.390440047,0.009559953,0.040496436,0.18328225,1,Biodiversity,,,,
Fort Lauderdale_Flamingo Park,0.016242226,0.022081373,0.037038033,0.007405294,0.002607813,0,0.025652584,0.030730328,0.020298484,0.086008133,0.004941774,0.020324398,0.005809714,0.055074652,0,0.041820943,0.06709393,0.333333333,0.410326197,-0.076992864,0.339182687,-0.005849354,0.039241515,0.115837296,1,Kids_Playground,,,,
Fort Lauderdale_Florence C. Hardy Park,0.040218767,0.016456325,0.049824713,0.000496266,0.003246701,0,0.026757262,0.06909738,0.008029516,0.094241304,0.030012006,0.014147162,0.049916247,0,0,0.009580389,0.018032212,0.617021277,0.272761474,0.344259803,0.590893497,0.02612778,0.067669334,-0.150112567,1,Kids_Playground,,,,
Fort Lauderdale_Floyd Hull Stadium,0.067709153,0.102468456,0.032959307,0.016230854,0.015733605,0,0.081256159,0.056383855,0.002874108,0.014286749,0.008695096,0.011546035,0.004829356,0.006643308,0,0.01034483,0.084910116,0.333333333,0.609721986,-0.276388653,0.361093737,-0.027760404,0.066364005,0.012746689,1,tree,,,,
Fort Lauderdale_Fort Lauderdale Beach Park,0.144407429,0.018364769,0.1851062,0.005932535,0.015586215,0,0.100866361,0.0763628,0.018447818,0.031121758,0.012166505,0.03950544,0.003693673,0,0,0.000585867,0.08362161,0.286604361,0.610254965,-0.323650604,0.3083689,-0.021764539,0.070540051,-0.39614169,1,grassland,,,,
Fort Lauderdale_George English Park,0.05432611,0.042368242,0.012166863,0.004867298,0.00669222,0,0.015685274,0.021299748,0.006013766,0.002911022,0.017538276,0.010358269,0.002726092,0,0.029371049,0.004296209,0.066594168,0.361111111,0.540540541,-0.17942943,0.363318052,-0.002206941,0.099923196,-0.038427228,20,Biodiversity,,,,
Fort Lauderdale_Gore Betz Park,0.057322019,0.041415399,0.055936984,0.00514014,0.015219286,0,0.070697299,0.061897771,0.003310783,0.026063742,0.008515537,0.013360658,0.004154161,0.006598105,0,0.017947256,0.07222023,0.666666667,0.64195218,0.024714487,0.665356258,0.001310409,0.044924843,-0.230135909,1,Biodiversity,,,,
Fort Lauderdale_Harbordale Park,0.082949118,0.161903195,0.040806657,0.013698117,0.055292166,0,0.107044821,0.107323386,0.090721718,0.194425314,0.125699638,0.006296168,0.011199112,0,0,0.013675193,0.079013029,0.625,0.364852897,0.260147103,0.630476296,-0.005476296,0.052846648,0.105455636,1,Kids_Playground,,,,
Fort Lauderdale_Holiday Park,0.026137396,0.036127644,0.013962399,0.004066119,0.003010563,0,0.023350829,0.022334866,0.001285746,0.057478498,0.01653873,0.005074207,0.008622765,0,0.00275499,0.002414218,0.036107973,0.540540541,0.453535354,0.087005187,0.533956224,0.006584317,0.031902126,-0.178891555,1,Kids_Playground,,,,
Fort Lauderdale_Hortt Park,0.017059972,0.020173041,0.055375541,0.003357901,0.0024086,0,0.031866921,0.052320737,0.005095978,0.035284722,0.003091725,0.014186867,0.003793582,0.013204159,0,0.057249376,0.03256639,0.538461538,0.496789986,0.041671552,0.538150114,0.000311424,0.037714061,0.227666037,1,Indoor_Outdoor_fitness_center,,,,
Fort Lauderdale_Idlewyld Park-Merle Fogg Park,0.113722736,0.045233149,0.160933262,0.0025488,0.005783014,0,0.069547024,0.10396617,0.006742975,0.012818255,0.007529145,0.062280576,0.00199724,0,0.00050442,0.003258883,0.095056421,1,0.271467868,0.728532132,0.797333036,0.202666964,0.087961087,-0.585471576,1,grassland,,,,
Fort Lauderdale_Las Olas Oceanside Park,0.149003649,0.022799333,0.158572788,0.002807383,0.007873835,0,0.097556962,0.077205192,0.015669097,0.013566043,0.0066393,0.034559557,0.002279693,0,0.000421508,0.000471269,0.092332319,0.319148936,0.375493837,-0.056344901,0.326234007,-0.007085071,0.079391041,-0.432664364,1,grassland,,,,
Fort Lauderdale_Lauderdale Manors Park,0.050821342,0.096034581,0.048818892,0.003009533,0.008233867,0,0.13083312,0.07211556,0,0.001264322,0.003234803,0.030898012,0.044323568,0,0,0.011659266,0.045584911,0.142857143,0.6,-0.457142857,0.15695133,-0.014094187,0.055969593,-0.594378076,1,mean_ndvi,,,,
Fort Lauderdale_Lewis Landing Park,0.039751303,0.027081628,0.015498724,0.002109814,0.017351103,0,0.070226728,0.029071486,0.011401438,0.071057494,0.008998189,0.006740217,0.00977865,0.000836543,0,0.030248519,0.030175233,0.290322581,0.484656811,-0.19433423,0.323674956,-0.033352375,0.038143845,0.234612714,1,Kids_Playground,,,,
Fort Lauderdale_Lincoln Park,0.092008254,0.082648501,0.053992111,0.025214619,0.06301233,0,0.094628709,0.07074355,0.003007264,0.013583281,0.002492838,0.031932179,0.007915275,0.000571216,0,0.00787761,0.084687605,0.5,0.449300597,0.050699403,0.492588165,0.007411835,0.092506184,-0.567043567,1,mean_ndvi,,,,
Fort Lauderdale_Loggerhead Park,0.354179878,0.062710522,0.011048596,0.003750785,0.020832179,0,0.136418224,0.150705266,0.057432104,0.127612439,0.047968941,0.01346388,0.001391757,0,0.006905464,0.011718743,0.237765229,0.219298246,0.072784474,0.146513772,0.160687045,0.058611201,0.095957036,-0.335516331,1,area,,,,
Fort Lauderdale_Lu Deaner Park,0.330554389,0.083301318,0.005467189,0.002610651,0.013981397,0,0.113882025,0.173417474,0.059315934,0.200015628,0.050305125,0.024034316,0.004263782,0,0.00272243,0.017721394,0.17500862,1,0.090335911,0.909664089,0.797971862,0.202028138,0.094268538,-0.312251372,1,area,,,,
Fort Lauderdale_Mangurian Park-Coral Ridge Country Club,0.068324611,0.025382894,0.022261685,0.003167773,0.013348272,0,0.033009264,0.059432613,0.027210418,0.054816444,0.036146297,0.011641971,0.028907763,0,0,0.005633476,0.020951545,0.458333333,0.538442029,-0.080108696,0.467581008,-0.009247675,0.076513206,-0.011295049,1,area,,,,
Fort Lauderdale_Middle River Terrace Park,0.085111528,0.065385684,0.023357243,0.000159524,0.012306027,0,0.058793481,0.059346492,0,0.046399751,0.00268924,0.036727796,0.004014457,0,0.005074338,0.006494645,0.048850781,0.363636364,0.485634778,-0.121998414,0.386349565,-0.022713201,0.055425276,-0.217850619,1,area,,,,
Fort Lauderdale_Mills Pond Park,0.025043012,0.099739554,0.041260533,0.014963602,0.048849552,0,0.060134805,0.045270786,0.004394728,0.006282116,0.009180228,0.019047878,0.017400021,0.000273795,0,0.054224987,0.049637901,0.137931034,0.548760071,-0.410829037,0.172741152,-0.034810118,0.050091692,-0.2934453,1,tree,,,,
Fort Lauderdale_Northfork Riverfront Park,0.073951406,0.039218413,0.016284642,0.036098703,0.049257058,0,0.049668501,0.036699707,0.005550401,0.015347291,0.009367197,0.006132735,0.00701094,0.001773794,0,0.004258901,0.075737084,0.142857143,0.546592569,-0.403735426,0.209573181,-0.066716038,0.069936419,-0.152476931,1,Biodiversity,,,,
Fort Lauderdale_Osswald Park,0.023374221,0.063404315,0.025305571,0.017010505,0.024207912,0,0.032660009,0.030323778,0.00102623,0.003589772,0.002716315,0.008315277,0.010554387,0.001590312,0,0.016806693,0.047532645,0.346153846,0.439882277,-0.093728431,0.34990644,-0.003752594,0.050577096,-0.35610096,1,tree,,,,
Fort Lauderdale_Palm Aire Village Park,0.015148831,0.022707849,0.013813656,0.000543548,0.004711285,0,0.015254306,0.016933898,0.001098573,0.01442407,0.024368263,0.023995486,0.002730116,0.004144834,0,0,0.012742299,0.285714286,0.339869281,-0.054154995,0.286371766,-0.00065748,0.043964006,0.052289825,5,Body_of_water,,,,
Fort Lauderdale_Peter Feldman Park,0.045938553,0.047816182,0.028790258,0.000305198,0.001567696,0,0.054294645,0.05046722,0.00043558,0.146206403,0.026250316,0.006441297,0.024754135,0,0.005105342,0.007242129,0.038253501,0.666666667,0.383471737,0.28319493,0.632026338,0.034640329,0.026263282,0.152427721,1,Kids_Playground,,,,
Fort Lauderdale_Riverland Park,0.035785216,0.018624007,0.046282113,0.005629811,0.004427126,0,0.030129377,0.033596508,0.010801215,0.058957406,0.015084121,0.041219049,0.008551898,0.023697463,0,0.015877845,0.082600509,0.471698113,0.338034188,0.133663925,0.478621942,-0.006923829,0.056321237,-0.182453428,1,Biodiversity,,,,
Fort Lauderdale_Riverland Preserve,0.029695206,0.036217078,0.022527326,0.007577745,0.007713391,0,0.03832349,0.046791866,0.023300193,0.084228264,0.009540974,0.051814978,0.005472427,0.041661039,9.70E-05,0.036452079,0.05518146,0,0.257482599,-0.257482599,0.056100772,-0.056100772,0.036436062,0.209414075,1,Kids_Playground,,,,
Fort Lauderdale_Riverland Woods Park,0.017936374,0.061303569,0.034965266,0.003382968,0.051265703,0,0.068362554,0.055240035,0.022502173,0.016717727,0.042766384,0.03298456,0.012412295,0.001587438,0.030228279,0.008298549,0.051665584,0.4,0.318518519,0.081481481,0.396744533,0.003255467,0.08325878,-0.208021505,1,mean_ndvi,,,,
Fort Lauderdale_Sailboat Bend Preserve,0.079881603,0.037758928,0.009272774,0.024110475,0.043046793,0,0.062891278,0.033661488,0.015468732,0.012533574,0.010869335,0.001754363,0.001388232,0.003233426,0,0.005641767,0.068092652,0.375,0.410927339,-0.035927339,0.382441103,-0.007441103,0.041516763,-0.384490774,1,area,,,,
Fort Lauderdale_Smoker Park,0.08122953,0.02757413,0.025172574,0.001007271,0.002942457,0,0.026015529,0.042892892,0.010172302,0.082624141,0.023275924,0.017929182,0.032011675,0,0.000746089,0.001405504,0.025545267,0.285714286,0.250948983,0.034765303,0.269565578,0.016148708,0.031348712,0.107782115,1,Kids_Playground,,,,
Fort Lauderdale_Snyder Park,0.083707022,0.091003918,0.021139607,0.024732749,0.027494666,0,0.074291048,0.051064291,0.003276402,0.011266946,0.018713379,0.015125885,0.00797474,0.004133641,0,0.020589335,0.065332237,0.676056338,0.349608262,0.326448076,0.654580353,0.021475985,0.098778697,-0.259718997,1,tree,,,,
Fort Lauderdale_South Intracoastal Park,0.137176937,0.027395773,0.179008907,0.001647834,0.01309713,0,0.089212062,0.085603322,0.017145424,0.021701843,0.008543758,0.038930269,0.002154951,0,0.001061572,0.001182137,0.080180715,0.448275862,0.487918331,-0.039642469,0.469583972,-0.02130811,0.067003652,-0.20912565,1,grassland,,,,
Fort Lauderdale_South Middle River Park,0.058292015,0.069086483,0.065025453,0.005258587,0.033828616,0,0.060734178,0.047057575,0,0.017636562,0.009745428,0.021679267,0.034810456,0,0.000692106,0.057263748,0.064146264,0.666666667,0.359570709,0.307095958,0.620706659,0.045960008,0.065670497,-0.380857738,1,tree,,,,
Fort Lauderdale_Stranahan Park,0.059654968,0.03853077,0.014427099,0.001008597,0.004690697,0,0.061898965,0.056351527,2.14E-05,0.102531952,0.018447653,0.00962915,0.021979356,0,0.000489452,0,0.03579789,0.142857143,0.282006181,-0.139149038,0.167520707,-0.024663564,0.02845814,0.048976752,1,Kids_Playground,,,,
Fort Lauderdale_Sunset School Park,0.025362915,0.063027201,0.034834038,0.000699577,0.004630811,0,0.035984668,0.056871014,0.019009707,0.025784193,0.015368594,0.043755489,0.013560841,0.000760409,0.029243372,0.013777484,0.056118602,0,0.348099481,-0.348099481,0.056739361,-0.056739361,0.073024108,-0.467775283,1,tree,,,,
Fort Lauderdale_SW 5th Ct and SW 12th Ave Park,0.053251221,0.023317905,0.011612565,0.011363479,0.036892702,0,0.073327219,0.035499978,0.014131191,0.036605866,0.007002361,0.003749441,0.003618733,0.003529979,0,0.028038268,0.040715555,0.333333333,0.485034527,-0.151701194,0.332202204,0.001131129,0.034636608,0.003340624,1,mean_ndvi,,,,
Fort Lauderdale_Townsend Park,0.075454958,0.036793712,0.006929807,0.015455403,0.039011478,0,0.06708654,0.023525409,0.011596677,0.011660148,0.01101811,0.003882193,0.003814322,0.005099687,0,0.004792122,0.074921416,0.666666667,0.260642357,0.406024311,0.621393885,0.045272782,0.04166591,-0.389464498,1,area,,,,
Fort Lauderdale_Twin Lakes North Park,0.032964149,0.038883365,0.076498619,0.015751012,0.016172043,0,0.069342794,0.028638563,0.003774155,0.018066569,0.014324502,0.015965188,0.005303915,0,0,0.000771602,0.028625522,0.333333333,0.281843334,0.051489999,0.324606377,0.008726956,0.039061328,-0.317878265,1,grassland,,,,
Fort Lauderdale_Victoria Park,0.10525965,0.140453565,0.070636278,0.002196875,0.007794202,0,0.032146957,0.028564809,0.00543993,0.007733097,0.013014934,0.005603817,0.002203327,0,0.005577983,0.000779833,0.082670833,0.4,0.293300436,0.106699564,0.386006577,0.013993423,0.074169348,-0.259706353,1,tree,,,,
Fort Lauderdale_Vista Park,0.300773485,0.06975085,0.008165451,0.000802924,0.02486754,0,0.154131026,0.117504874,0.047394995,0.231817332,0.05973759,0.010942223,0.002473504,0,0.006315414,0.009493788,0.245944756,0.075,0.182249629,-0.107249629,0.106927305,-0.031927305,0.096028319,-0.336508447,1,area,,,,
Fort Lauderdale_Warfield Park,0.062645698,0.04612127,0.032639667,0,0.004169841,0,0.074313538,0.049363971,0,0.051902938,0.002046275,0.012385262,0.003705624,0,0.001735526,0.008395418,0.028318143,0.6,0.38733909,0.21266091,0.588792705,0.011207295,0.055034886,-0.154901365,1,mean_ndvi,,,,
Fort Lauderdale_Willingham Park,0.29119891,0.070050869,0.005422744,0.002378178,0.018403103,0,0.110908098,0.241353028,0.049769082,0.199005872,0.046065644,0.013318781,0.001060094,0,0.007142987,0.020287886,0.203665144,0,0.235350457,-0.235350457,0.069133374,-0.069133374,0.099358249,-0.382853936,1,area,,,,
Hallandale Beach_B.F. James Park and Pool,0.076030009,0.076806255,0.070026752,0.001665719,0.003053969,0,0.084681228,0.090165056,0.030554354,0.047541325,0.002433162,0.039492622,0.044812801,0,0.041827286,0.002170734,0.048223588,0.384615385,0.493557618,-0.108942233,0.39892807,-0.014312685,0.082530885,-0.077417615,1,mean_ndwi,,,,
Hallandale Beach_Curci House-Historical Village,0.173696268,0.119286017,0.108087477,0.00127607,0.007803071,0,0.071117829,0.068616821,0.058544742,0.06528696,0.001384862,0.063041028,0.064734435,0,0.024531338,0.007778266,0.071440546,0,0.742772409,-0.742772409,0.093657481,-0.093657481,0.117441087,-0.499848614,1,area,,,,
Hallandale Beach_Foster Park & Plaza,0.098400108,0.099739572,0.089510501,0.000793315,0.001216136,0,0.07409811,0.067027266,0.04435397,0.061264428,0.000595885,0.036141591,0.039158602,0,0.042838854,0.008856037,0.041242122,0.428571429,0.34213489,0.086436539,0.416883761,0.011687668,0.0946663,-0.365153507,1,tree,,,,
Hallandale Beach_Ingalls Park,0.218670686,0.085134557,0.101989627,0,0.007698979,0,0.098781395,0.068339528,0.082566372,0.070500911,0,0.055881576,0.088545974,0,0.026073543,0.021871085,0.102101298,0.338709677,0.503311384,-0.164601707,0.366612172,-0.027902495,0.104465656,-0.525578435,1,area,,,,
Hallandale Beach_Joseph Scavo Park,0.080062779,0.121625466,0.025506464,0.005086401,0.019644084,0.00144122,0.059696859,0.049044358,0.002263339,0.003883197,0.005273993,0.067289376,0.01340573,0,0.036716352,0.054720653,0.079959194,0.611111111,0.591108433,0.020002678,0.622031718,-0.010920607,0.055643069,-0.048857787,1,tree,,,,
Hallandale Beach_OB Johnson Park,0.104805455,0.106362812,0.08805726,0.000622773,0.00074455,0,0.077252187,0.083609782,0.028698272,0.0269313,0,0.04038123,0.030602976,0,0.03141066,0.005769419,0.038149133,0.210526316,0.459799371,-0.249273055,0.23863976,-0.028113444,0.094096489,-0.356936437,1,tree,,,,
Hallandale Beach_South City Beach Park,0.087113228,0.102512922,0.022180745,0.004749108,0.043916916,0,0.067108409,0.046186659,0.004057331,0.004214679,0.002274169,0.054250494,0.032953527,0,0.020227111,0.051389268,0.10430723,0.346938776,0.384615385,-0.037676609,0.338386528,0.008552248,0.049217527,0.072262044,1,Biodiversity,,,,
Hallandale Beach_Sunset Park,0.261317835,0.089870924,0.10100569,0,0.006512403,0,0.076062189,0.086135532,0.085407267,0.10877044,0,0.046256749,0.079107208,0,0.018447983,0.024137119,0.11840321,0.8,0.38282646,0.41717354,0.778390842,0.021609158,0.11529806,-0.653563358,1,area,,,,
Hollywood_Bicentennial Park,0.138484589,0.042277087,0.083105575,0.002766422,0.002688278,0,0.058670779,0.058970531,0.018575135,0.002933388,0.000346657,0.016099423,0.005994558,0.000856195,0.00086476,0.005857174,0.074990844,0.333333333,0.605865212,-0.272531879,0.37279979,-0.039466457,0.075982742,-0.097335631,1,area,,,,
Hollywood_Charles F. Vollman Park,0.017891806,0.020263278,0.076610984,0.005325855,0.010925008,0,0.016223709,0.047523893,0.017353287,0.064188826,0.003660445,0.005095465,0.081634972,0,0,0.018843718,0.020872015,0.210526316,0.151040017,0.059486299,0.191080137,0.019446179,0.042748776,0.246525226,1,Athletic_facility,,,,
Hollywood_Charnow Park-Historical Paddleball Courts,0.042309328,0.015684859,0.047118433,0.00546016,0.039853058,0.004810207,0.031553184,0.022006654,0,0.020081302,0.004792933,0.005783436,0.011299434,0.00124516,0.006535024,0.024193136,0.015924114,0.315555556,0.19914542,0.116410136,0.29164985,0.023905706,0.038560878,0.009535369,1,grassland,,,,
